x,y,z,dist,time,stochastic_delay,total_time,cum_delay
122,4075,742,3273,34,0,34,34360
138,2348,1546,3134,34,0,34,34360
343,749,1782,5067,40,0,40,34360
-68,1118,990,3940,36,0,36,34360
123,2458,217,2747,33,20,53,34380
374,4013,2258,4168,37,0,37,34380
206,1151,2658,5132,40,0,40,34380
506,3918,1276,3645,35,0,35,34380
545,4947,836,4583,38,0,38,34380
41,2273,2675,3858,36,0,36,34380
590,2424,330,3234,34,0,34,34380
133,3951,2495,4037,37,60,97,34440
510,2284,2067,3877,36,0,36,34440
582,782,1784,5274,40,0,40,34440
139,2300,2732,3973,36,0,36,34440
515,2766,591,2811,33,0,33,34440
107,4094,900,3305,34,0,34,34440
-43,4249,2186,3937,36,0,36,34440
592,1966,374,3690,36,0,36,34440
345,71,1818,5768,42,0,42,34440
509,3229,861,2834,33,0,33,34440
477,-26,1462,5806,42,20,62,34460
38,4432,837,3561,35,0,35,34460
482,1529,536,4013,37,0,37,34460
-89,3261,1640,2565,32,0,32,34460
475,1487,995,4115,37,0,37,34460
65,4357,1448,3718,36,0,36,34460
361,1660,2357,4553,38,0,38,34460
118,-9,1612,5505,41,0,41,34460
-83,2041,561,2937,33,0,33,34460
299,231,230,5148,40,0,40,34460
26,4721,49,3863,36,0,36,34460
181,2394,2720,3912,36,0,36,34460
392,3110,210,2585,32,0,32,34460
486,601,2497,5840,42,0,42,34460
118,3460,1986,3176,34,0,34,34460
438,1758,1435,3970,36,0,36,34460
206,4918,985,4248,37,0,37,34460
120,3254,354,2439,32,0,32,34460
209,2984,2076,2882,33,0,33,34460
-58,214,1640,5121,40,0,40,34460
57,3036,1825,2592,32,60,92,34520
457,4786,1454,4542,38,0,38,34520
213,2242,2399,3853,36,0,36,34520
-96,3108,2184,2742,33,0,33,34520
222,3371,1748,3046,34,0,34,34520
321,1413,506,3968,36,0,36,34520
333,1157,1248,4386,38,0,38,34520
245,3818,2746,4208,37,0,37,34520
117,1112,2218,4758,39,0,39,34520
296,3617,2653,3986,36,0,36,34520
159,3006,2388,3039,34,20,54,34540
268,3568,2017,3454,35,0,35,34540
286,2741,23,2667,32,0,32,34540
486,156,1262,5546,41,0,41,34540
431,541,1065,5037,40,0,40,34540
410,2020,773,3470,35,0,35,34540
26,233,362,4858,39,0,39,34540
-96,599,139,4401,38,0,38,34540
212,92,1039,5259,40,0,40,34540
515,2194,912,3428,35,70,105,34610
168,4672,139,3936,36,0,36,34610
19,151,590,4930,39,0,39,34610
199,4089,1595,3657,35,0,35,34610
259,1487,579,3833,36,0,36,34610
-20,4753,965,3852,36,0,36,34610
46,1467,2459,4505,38,0,38,34610
464,3723,1449,3484,35,0,35,34610
-68,3173,1932,2669,33,0,33,34610
546,3433,1255,3192,34,0,34,34610
84,3485,1187,2756,33,0,33,34610
270,4172,1501,3764,36,60,96,34670
299,3790,569,3150,34,0,34,34670
424,4936,2529,5339,41,0,41,34670
298,589,2702,5820,42,0,42,34670
498,2269,297,3300,34,0,34,34670
410,4601,915,4118,37,0,37,34670
289,1119,2181,4898,39,0,39,34670
308,2852,804,2541,32,0,32,34670
0,3456,574,2517,32,0,32,34670
88,3554,2698,3750,36,0,36,34670
205,4945,2671,5237,40,0,40,34670
-74,2752,2211,2922,33,0,33,34670
322,4161,1425,3768,36,0,36,34670
41,4022,2749,4211,37,0,37,34670
-82,2549,1789,2846,33,0,33,34670
465,2813,825,2741,33,0,33,34670
341,310,1476,5341,41,0,41,34670
183,3503,859,2781,33,0,33,34670
480,-62,1145,5715,42,0,42,34670
207,3385,24,2714,33,0,33,34670
6,3328,31,2454,32,0,32,34670
24,1064,699,4031,37,20,57,34690
580,3004,2505,3545,35,0,35,34690
-22,1464,1277,3736,36,0,36,34690
371,3562,697,3003,34,0,34,34690
439,4139,425,3639,35,0,35,34690
142,4743,2518,4855,39,0,39,34690
290,2812,1608,2854,33,0,33,34690
148,2560,241,2666,32,0,32,34690
463,2182,1080,3433,35,0,35,34690
593,1028,10,4691,39,0,39,34690
473,3649,521,3182,34,0,34,34690
31,2126,1235,3110,34,0,34,34690
188,3071,1060,2405,32,0,32,34690
500,1469,1687,4450,38,70,108,34760
178,1685,454,3553,35,0,35,34760
592,3970,35,3681,36,0,36,34760
522,-60,674,5650,41,0,41,34760
351,2521,1082,2982,33,0,33,34760
219,2130,1101,3247,34,0,34,34760
599,2509,1136,3260,34,0,34,34760
500,3925,141,3520,35,0,35,34760
-3,2943,1934,2619,32,0,32,34760
494,1315,500,4239,37,0,37,34760
-72,2065,378,2927,33,0,33,34760
365,1948,438,3478,35,0,35,34760
218,3598,1756,3274,34,0,34,34760
74,3534,842,2700,33,0,33,34760
59,3236,1852,2810,33,0,33,34760
253,345,2477,5848,42,60,102,34820
332,4340,2646,4740,39,0,39,34820
43,2109,2341,3774,36,0,36,34820
99,3296,2337,3232,34,0,34,34820
-96,1453,1876,3980,36,0,36,34820
503,4262,2076,4422,38,0,38,34820
527,3251,1485,3092,34,0,34,34820
291,1835,2341,4296,37,0,37,34820
-50,4102,812,3139,34,70,104,34890
3,4207,1033,3348,35,0,35,34890
170,3136,1621,2689,33,0,33,34890
25,1430,1606,3970,36,0,36,34890
116,871,1111,4406,38,0,38,34890
251,4871,845,4215,37,0,37,34890
581,632,2699,6058,43,0,43,34890
115,2320,2264,3581,35,0,35,34890
331,3086,2088,3082,34,0,34,34890
-88,3700,2485,3558,35,160,195,35050
89,2254,1173,3017,34,0,34,35050
57,4129,27,3307,34,0,34,35050
52,1818,2176,3958,36,0,36,35050
490,-24,16,5638,41,0,41,35050
555,439,2078,5774,42,0,42,35050
426,3049,1306,2708,33,0,33,35050
596,4504,2643,5165,40,0,40,35050
-96,4534,185,3525,35,0,35,35050
32,531,2062,5149,40,0,40,35050
-92,1663,2520,4217,37,0,37,35050
217,330,2012,5502,41,0,41,35050
-14,1833,2685,4251,37,0,37,35050
590,4421,1545,4355,38,0,38,35050
312,3752,491,3124,34,20,54,35070
-48,2301,2503,3610,35,0,35,35070
290,3416,1991,3307,34,60,94,35130
271,4476,2252,4524,38,0,38,35130
327,1001,2054,4968,39,0,39,35130
100,3288,1389,2657,32,0,32,35130
8,1948,576,3121,34,0,34,35130
-19,4348,2268,4117,37,0,37,35130
428,2163,763,3344,35,0,35,35130
106,3357,1989,3063,34,0,34,35130
361,4555,302,3986,36,0,36,35130
538,3168,1972,3295,34,0,34,35130
598,1310,1622,4672,39,0,39,35130
116,986,986,4255,37,0,37,35130
22,328,1704,5122,40,0,40,35130
270,3378,1266,2865,33,0,33,35130
135,4240,2225,4133,37,0,37,35130
55,3260,1473,2623,32,0,32,35130
439,283,241,5234,40,0,40,35130
560,3054,1193,2804,33,0,33,35130
518,299,1670,5629,41,0,41,35130
540,3150,559,2750,33,0,33,35130
95,1155,1969,4527,38,20,58,35150
225,3861,736,3161,34,70,104,35220
-39,-11,2163,5687,42,0,42,35220
476,4080,808,3642,35,0,35,35220
154,2637,2748,3664,35,0,35,35220
-58,4430,2066,4022,37,0,37,35220
51,4744,641,3860,36,0,36,35220
448,3454,278,2975,33,0,33,35220
-36,2158,1730,3249,34,0,34,35220
-86,788,390,4189,37,0,37,35220
112,2103,1582,3372,35,0,35,35220
4,4540,458,3604,35,0,35,35220
-18,3123,868,2202,31,0,31,35220
-38,4004,23,3088,34,0,34,35220
599,4604,961,4321,37,0,37,35220
327,315,766,5091,40,20,60,35240
33,2517,2251,3292,34,0,34,35240
184,2222,966,3081,34,0,34,35240
31,1509,1521,3854,36,60,96,35300
596,625,460,5031,40,0,40,35300
14,2857,1766,2621,32,0,32,35300
354,629,2435,5634,41,0,41,35300
202,2795,615,2470,32,0,32,35300
135,1771,2605,4400,38,0,38,35300
159,512,1819,5142,40,0,40,35300
440,1361,1001,4208,37,0,37,35300
-52,202,708,4818,39,0,39,35300
343,198,1261,5360,41,0,41,35300
444,1031,1417,4695,39,0,39,35300
-99,1714,2247,3961,36,0,36,35300
-81,3755,1986,3272,34,0,34,35300
588,2573,308,3085,34,0,34,35300
-89,313,2070,5251,40,70,110,35370
144,3048,2614,3235,34,0,34,35370
499,4366,95,3970,36,0,36,35370
589,2477,1373,3374,35,0,35,35370
295,3347,2522,3615,35,0,35,35370
347,272,566,5136,40,0,40,35370
473,3152,1738,3073,34,0,34,35370
-42,1067,1710,4323,37,0,37,35370
114,3845,499,3019,34,0,34,35370
289,4633,1124,4088,37,0,37,35370
108,1315,332,3860,36,0,36,35370
368,4855,578,4284,37,0,37,35370
353,1250,1739,4551,38,0,38,35370
428,146,1920,5839,42,0,42,35370
135,3183,78,2427,32,0,32,35370
506,4241,1023,3882,36,0,36,35370
-80,3533,2343,3295,34,0,34,35370
238,2549,2589,3713,36,0,36,35370
421,3041,438,2523,32,0,32,35370
487,658,2254,5607,41,0,41,35370
-66,1779,540,3215,34,0,34,35370
219,2839,1837,2886,33,0,33,35370
180,2479,160,2793,33,0,33,35370
264,3099,2126,3053,34,0,34,35370
-53,2128,704,2890,33,0,33,35370
559,205,1809,5843,42,0,42,35370
119,4036,473,3215,34,0,34,35370
88,4208,947,3411,35,20,55,35390
348,2559,1599,3160,34,0,34,35390
588,4170,72,3868,36,0,36,35390
465,2622,419,2904,33,0,33,35390
-53,4268,419,3276,34,0,34,35390
-36,1320,216,3726,36,0,36,35390
24,3416,927,2550,32,0,32,35390
-43,3772,566,2790,33,60,93,35450
455,3492,991,3073,34,0,34,35450
343,3838,2217,3934,36,0,36,35450
185,3546,2044,3367,35,0,35,35450
157,4636,1669,4202,37,0,37,35450
-15,2581,963,2523,32,0,32,35450
0,-59,567,5120,40,0,40,35450
186,2695,1173,2673,33,0,33,35450
130,3060,11,2315,31,0,31,35450
173,4511,1936,4251,37,0,37,35450
570,3331,779,2982,33,0,33,35450
286,134,1400,5426,41,0,41,35450
399,4752,1512,4478,38,0,38,35450
474,3294,3,2896,33,70,103,35520
80,4092,2124,3861,36,0,36,35520
231,4702,2299,4743,39,0,39,35520
429,-7,1060,5582,41,0,41,35520
469,3876,2042,3980,36,0,36,35520
160,2618,2448,3460,35,0,35,35520
175,4713,1372,4150,37,0,37,35520
244,4453,1481,4009,37,0,37,35520
433,2449,1573,3342,35,0,35,35520
451,4349,371,3864,36,0,36,35520
251,4745,1261,4211,37,0,37,35520
576,4684,2121,4947,39,0,39,35520
492,2682,1713,3244,34,0,34,35520
481,1133,1310,4583,38,0,38,35520
-32,3221,200,2274,31,0,31,35520
185,1075,1882,4643,38,0,38,35520
-71,3065,2648,3063,34,0,34,35520
361,4603,2336,4801,39,0,39,35520
321,1332,683,4058,37,0,37,35520
-90,3878,871,2886,33,0,33,35520
130,3069,1599,2570,32,0,32,35520
63,2710,2411,3244,34,0,34,35520
324,1747,1367,3836,36,0,36,35520
595,19,257,5652,41,0,41,35520
456,4775,1700,4657,38,0,38,35520
596,1146,963,4569,38,20,58,35540
90,3918,1802,3493,35,0,35,35540
-26,3873,826,2936,33,0,33,35540
-30,466,1718,4940,39,0,39,35540
56,1759,1100,3455,35,0,35,35540
509,4287,1931,4359,38,0,38,35540
572,732,762,4919,39,0,39,35540
10,302,830,4798,39,60,99,35600
393,4676,2237,4836,39,0,39,35600
132,4456,516,3648,35,0,35,35600
577,4213,2330,4622,38,0,38,35600
-40,176,1037,4923,39,0,39,35600
598,4487,1667,4493,38,0,38,35600
276,716,1616,4940,39,0,39,35600
370,3185,569,2616,32,0,32,35600
193,2312,415,2943,33,0,33,35600
-90,33,632,4941,39,0,39,35600
224,127,354,5162,40,0,40,35600
594,2405,2504,4149,37,0,37,35600
27,4778,1381,4071,37,0,37,35600
210,759,1525,4785,39,0,39,35600
481,3843,10,3450,35,70,105,35670
344,3538,475,2942,33,0,33,35670
181,2726,2185,3186,34,0,34,35670
-61,2740,743,2275,31,0,31,35670
176,382,1737,5241,40,20,60,35690
283,131,480,5212,40,0,40,35690
475,3966,2745,4586,38,0,38,35690
381,1492,1108,4049,37,0,37,35690
366,1369,174,4086,37,70,107,35760
268,2962,1513,2634,32,0,32,35760
530,2880,1305,2883,33,0,33,35760
400,2248,2130,3845,36,0,36,35760
587,211,1432,5665,41,20,61,35780
592,3492,1040,3224,34,0,34,35780
268,1315,1042,4093,37,0,37,35780
-85,3230,1255,2358,32,0,32,35780
425,1283,2010,4756,39,0,39,35780
-23,1770,2573,4219,37,0,37,35780
58,4723,2357,4633,38,0,38,35780
288,2628,1098,2817,33,0,33,35780
158,3038,2240,2965,33,0,33,35780
527,-23,325,5618,41,60,101,35840
-91,1990,2390,3795,36,0,36,35840
258,827,1339,4678,39,0,39,35840
313,2813,1006,2630,32,20,52,35860
588,3952,2032,4168,37,0,37,35860
97,2706,1997,2996,33,0,33,35860
-94,4239,1866,3668,36,0,36,35860
0,3012,1974,2603,32,0,32,35860
19,2160,618,2922,33,0,33,35860
387,960,2738,5566,41,0,41,35860
597,2267,1713,3764,36,0,36,35860
465,2035,604,3493,35,0,35,35860
354,3553,2359,3760,36,0,36,35860
521,18,1775,5972,42,0,42,35860
68,675,211,4476,38,0,38,35860
582,4862,1092,4599,38,0,38,35860
172,-58,2520,6202,43,0,43,35860
374,1666,1573,4066,37,0,37,35860
86,972,435,4175,37,0,37,35860
35,1886,1617,3530,35,0,35,35860
-80,3552,1546,2816,33,0,33,35860
-29,663,1909,4858,39,0,39,35860
241,3670,1485,3225,34,0,34,35860
383,2759,179,2712,33,0,33,35860
-2,923,223,4156,37,0,37,35860
438,2996,752,2519,32,0,32,35860
262,3776,2240,3807,36,0,36,35860
568,-44,507,5672,42,0,42,35860
490,3156,2341,3486,35,0,35,35860
45,3518,1532,2900,33,0,33,35860
598,392,1946,5779,42,0,42,35860
-97,402,2737,5639,41,0,41,35860
322,4163,1035,3623,35,0,35,35860
508,2399,1288,3335,35,0,35,35860
148,1220,733,4003,37,0,37,35860
594,2846,2533,3730,36,0,36,35860
485,4544,1387,4297,37,0,37,35860
298,461,1247,5047,40,0,40,35860
-99,2947,942,2068,31,0,31,35860
500,4338,1242,4046,37,0,37,35860
566,4691,1595,4626,38,0,38,35860
309,2245,744,3140,34,0,34,35860
169,4862,1577,4391,38,0,38,35860
389,220,1069,2537,32,0,32,35860
411,1716,1642,4089,37,0,37,35860
80,4598,4,3805,36,0,36,35860
31,2489,1326,2784,33,0,33,35860
422,3889,2558,4311,37,0,37,35860
-9,3162,2183,2882,33,0,33,35860
544,1631,506,3973,36,0,36,35860
-64,-14,900,5054,40,0,40,35860
288,9,1833,5782,42,0,42,35860
164,2954,877,2309,31,0,31,35860
163,1278,1383,4151,37,0,37,35860
90,4929,2746,5164,40,0,40,35860
-66,4219,2261,3936,36,0,36,35860
522,4332,1322,4094,37,0,37,35860
305,3889,1753,3650,35,0,35,35860
159,3528,2546,3678,36,0,36,35860
-96,3941,513,2905,33,0,33,35860
505,2945,2233,3324,34,0,34,35860
-71,2798,484,2191,31,0,31,35860
487,1937,1019,3684,36,0,36,35860
454,4039,2660,4571,38,0,38,35860
346,3417,836,2854,33,0,33,35860
196,1548,2043,4283,37,0,37,35860
-34,1286,2354,4530,38,0,38,35860
56,4364,1998,4026,37,0,37,35860
-33,-23,2547,5982,42,0,42,35860
-89,2935,352,2042,31,0,31,35860
97,3004,1032,2238,31,0,31,35860
14,1893,1437,3412,35,0,35,35860
468,4412,305,3950,36,0,36,35860
141,1821,1949,3895,36,0,36,35860
595,2695,2005,3510,35,60,95,35920
221,3091,122,2411,32,0,32,35920
440,1996,2530,4423,38,0,38,35920
597,1519,472,4138,37,0,37,35920
-1,4754,1510,4079,37,0,37,35920
312,1884,899,3532,35,0,35,35920
19,4687,322,3774,36,0,36,35920
349,2663,1881,3218,34,0,34,35920
516,666,890,4952,39,0,39,35920
264,2273,464,3051,34,0,34,35920
125,1564,2465,4492,38,0,38,35920
95,161,1502,5256,40,0,40,35920
248,754,1205,4688,39,0,39,35920
443,3538,1591,3348,35,0,35,35920
344,2014,317,3399,35,0,35,35920
598,220,1008,2729,33,0,33,35920
-18,3695,2646,3745,36,0,36,35920
352,3197,405,2611,32,0,32,35920
270,2140,2739,4270,37,0,37,35920
193,97,1227,5298,40,0,40,35920
451,2188,523,3323,34,0,34,35920
519,3292,2309,3628,35,0,35,35920
465,2415,346,3116,34,0,34,35920
153,3971,1791,3602,35,0,35,35920
275,4284,391,3622,35,0,35,35920
534,2881,1658,3056,34,0,34,35920
555,-38,1586,5958,42,0,42,35920
-9,4873,376,3928,36,0,36,35920
428,2773,2736,3792,36,0,36,35920
521,1614,1624,4292,37,0,37,35920
569,1109,1940,5029,40,0,40,35920
23,2864,2628,3213,34,0,34,35920
551,2063,963,3607,35,0,35,35920
275,4436,2039,4344,38,0,38,35920
330,2053,405,3339,35,0,35,35920
130,3937,1583,3430,35,0,35,35920
531,310,1078,5372,41,0,41,35920
156,768,1936,4955,39,0,39,35920
175,4626,2716,4923,39,70,109,35990
-11,1583,1219,3605,35,0,35,35990
437,3212,1017,2782,33,0,33,35990
277,265,2319,5837,42,0,42,35990
586,4925,1165,4691,39,0,39,35990
443,760,1881,5215,40,20,60,36010
138,1465,1049,3815,36,0,36,36010
35,2670,84,2472,32,0,32,36010
411,4772,1866,4706,39,0,39,36010
84,1032,218,4134,37,0,37,36010
-23,4783,2495,4713,39,0,39,36010
420,3953,1102,3532,35,0,35,36010
440,3467,1492,3224,34,0,34,36010
-39,2074,2008,3499,35,0,35,36010
250,4144,976,3516,35,0,35,36010
486,794,818,4780,39,0,39,36010
58,1443,1807,4103,37,0,37,36010
389,4343,1326,3974,36,0,36,36010
435,4340,2514,4742,39,0,39,36010
328,2075,1122,3418,35,0,35,36010
588,1929,2566,4666,38,0,38,36010
44,4088,1209,3328,34,160,194,36170
-74,379,923,4656,38,0,38,36170
138,4333,2734,4607,38,0,38,36170
55,3792,2128,3539,35,0,35,36170
206,3502,2678,3800,36,0,36,36170
199,2888,507,2371,32,0,32,36170
-31,2478,2651,3562,35,0,35,36170
-83,2808,1740,2558,32,0,32,36170
48,3690,874,2836,33,0,33,36170
21,3513,891,2636,32,0,32,36170
411,1811,999,3728,36,0,36,36170
378,1655,2624,4774,39,0,39,36170
153,2437,2367,3575,35,0,35,36170
182,1218,1805,4451,38,70,108,36240
332,3660,628,3056,34,0,34,36240
116,4329,140,3541,35,0,35,36240
100,1975,1636,3516,35,0,35,36240
421,-59,118,5580,41,0,41,36240
50,4217,1101,3425,35,0,35,36240
421,2164,108,3359,35,0,35,36240
59,4435,1638,3886,36,0,36,36240
97,4404,1748,3954,36,0,36,36240
135,3890,749,3102,34,0,34,36240
519,2708,2483,3755,36,0,36,36240
-60,4625,995,3692,36,0,36,36240
360,241,2547,6111,43,0,43,36240
407,4334,2749,4889,39,0,39,36240
314,4186,644,3565,35,0,35,36240
412,1756,1368,3916,36,0,36,36240
227,2678,525,2609,32,0,32,36240
336,3186,1430,2810,33,0,33,36240
515,1061,264,4529,38,0,38,36240
124,2799,1453,2624,32,0,32,36240
242,661,951,4697,39,0,39,36240
358,4659,61,4130,37,0,37,36240
-86,4609,1826,4022,37,0,37,36240
64,1651,2666,4496,38,0,38,36240
179,4354,2419,4430,38,0,38,36240
-23,403,1972,5163,40,0,40,36240
284,1402,376,3946,36,0,36,36240
183,2957,2265,3012,34,0,34,36240
294,3073,798,2451,32,0,32,36240
323,357,954,5082,40,0,40,36240
152,3344,2383,3367,35,0,35,36240
169,2450,1399,2993,33,0,33,36240
570,113,619,5520,41,160,201,36400
-70,3140,1114,2232,31,0,31,36400
191,1147,2108,4722,39,0,39,36400
230,528,695,4772,39,0,39,36400
126,4119,1801,3729,36,0,36,36400
-75,4667,273,3666,35,0,35,36400
96,4416,3,3640,35,0,35,36400
587,3156,1310,2978,33,0,33,36400
404,3774,1308,3412,35,0,35,36400
203,67,752,5213,40,0,40,36400
-49,2019,1455,3232,34,0,34,36400
110,195,2357,5767,42,0,42,36400
36,4516,739,3627,35,0,35,36400
435,2503,104,3035,34,0,34,36400
162,1740,312,3491,35,0,35,36400
287,4592,1312,4115,37,0,37,36400
536,787,1542,5091,40,0,40,36400
1594,-22,1284,6841,45,0,45,36400
4583,122,2706,10575,56,0,56,36400
4154,339,26,8937,51,0,51,36400
2636,457,2417,8074,49,0,49,36400
1022,494,2707,6643,44,0,44,36400
601,346,199,5340,41,0,41,36400
2560,476,146,7178,46,0,46,36400
3457,510,1251,8158,49,0,49,36400
4454,497,1707,9387,53,0,53,36400
914,503,1764,5874,42,0,42,36400
3639,551,2501,9046,52,0,52,36400
2620,139,1008,7612,47,0,47,36400
1407,582,35,5944,42,0,42,36400
1769,373,2548,7389,47,0,47,36400
614,87,1087,5681,42,0,42,36400
4213,37,991,9302,52,0,52,36400
3336,0,570,8397,50,0,50,36400
1102,543,735,5634,41,0,41,36400
3006,155,1830,8353,50,20,70,36420
2230,14,1818,7710,48,0,48,36420
3819,-1,2021,9441,53,0,53,36420
1913,238,478,6735,45,0,45,36420
1618,-2,2110,7300,46,0,46,36420
1079,-87,478,6226,43,0,43,36420
4549,-42,254,9667,54,0,54,36420
4575,559,520,9076,52,0,52,36420
2591,571,1594,7389,47,0,47,36420
3293,363,47,8046,49,0,49,36420
640,-96,2589,6760,45,0,45,36420
4201,409,2288,9594,53,0,53,36420
3927,-48,2671,10062,55,0,55,36420
3291,-1,2706,9406,53,0,53,36420
1914,570,987,6469,44,0,44,36420
3569,477,1825,8591,50,160,210,36580
3921,496,724,8499,50,0,50,36580
2418,-86,386,7567,47,0,47,36580
1970,593,1828,6877,45,0,45,36580
1091,104,2104,6663,44,0,44,36580
1466,-59,2611,7566,47,0,47,36580
4015,-95,518,9170,52,0,52,36580
2730,578,709,7224,46,0,46,36580
4409,-87,1648,9894,54,70,124,36650
3465,-47,1494,8830,51,0,51,36650
711,-84,1803,6280,43,0,43,36650
1354,560,1290,6021,43,0,43,36650
1501,-92,18,6717,45,0,45,36650
1758,-78,847,6929,45,0,45,36650
2124,370,5,6881,45,0,45,36650
2919,429,1315,7727,48,0,48,36650
3832,-21,60,8966,51,0,51,36650
3568,-12,990,8706,51,0,51,36650
3952,156,1546,9140,52,0,52,36650
2301,368,2666,8016,49,0,49,36650
607,-67,701,5745,42,0,42,36650
2287,343,1402,7219,46,0,46,36650
1213,169,1040,6184,43,0,43,36650
4345,-45,2116,10074,55,20,75,36670
4574,303,937,9383,53,0,53,36670
1356,-31,1705,6816,45,0,45,36670
3215,549,614,7729,48,0,48,36670
3422,100,2240,9091,52,0,52,36670
2366,-71,2258,8218,49,0,49,36670
3024,430,2700,8703,51,0,51,36670
619,506,815,5200,40,0,40,36670
2741,34,2598,8738,51,0,51,36670
614,442,2120,5858,42,0,42,36670
3709,549,153,8253,49,0,49,36670
2001,-86,101,7191,46,0,46,36670
2890,214,347,7742,48,0,48,36670
1459,447,1898,6555,44,0,44,36670
3930,556,1247,8584,50,0,50,36670
739,563,1270,5395,41,0,41,36670
1038,586,295,5523,41,0,41,36670
952,-75,1255,6240,43,0,43,36670
1484,220,704,3555,35,70,105,36740
610,298,2524,6287,43,0,43,36740
1378,407,2314,6792,45,20,65,36760
3088,498,2152,8298,49,0,49,36760
4272,553,2728,9850,54,0,54,36760
3002,-90,45,8209,49,0,49,36760
1652,501,1552,6498,44,0,44,36760
2150,89,839,7152,46,0,46,36760
2085,-97,2723,8309,49,0,49,36760
2373,545,1963,7412,47,0,47,36760
1175,169,1437,6297,43,0,43,36760
3597,227,2644,9436,53,0,53,36760
4579,260,2341,10159,55,0,55,36760
1733,303,130,6528,44,0,44,36760
4553,-62,727,9689,54,0,54,36760
4269,272,509,9057,52,0,52,36760
3021,-34,2179,8781,51,70,121,36830
2389,-38,1286,7652,47,0,47,36830
2320,414,491,6966,45,0,45,36830
2713,146,2035,8197,49,0,49,36830
3153,38,1003,8244,49,0,49,36830
1943,205,2025,7361,47,0,47,36830
1049,516,2199,6273,43,0,43,36830
1432,372,307,6130,43,0,43,36830
3652,192,663,8527,50,0,50,36830
1901,84,1512,7144,46,0,46,36830
4487,549,2080,9598,53,0,53,36830
3897,598,1619,8681,51,0,51,36830
4316,137,1405,9455,53,0,53,36830
1574,352,1079,6373,44,0,44,36830
1888,187,1107,6861,45,0,45,36830
4334,588,831,8836,51,0,51,36830
647,10,15,5761,42,0,42,36830
3840,454,2180,9113,52,0,52,36830
756,-8,2238,6531,44,0,44,36830
955,-99,894,6157,43,0,43,36830
2416,109,18,7431,47,20,67,36850
4531,363,193,9254,52,0,52,36850
3217,323,1571,8251,49,160,209,37010
2735,11,1573,8082,49,0,49,37010
2995,206,644,7854,48,0,48,37010
4081,597,1951,9060,52,0,52,37010
3854,82,1199,8964,51,70,121,37080
4293,-61,2667,10438,56,0,56,37080
2289,334,2323,7782,48,0,48,37080
4394,570,1287,9050,52,0,52,37080
1028,38,2485,6936,45,0,45,37080
605,-36,1481,5953,42,0,42,37080
2093,554,2163,7254,46,0,46,37080
2638,588,1049,7192,46,0,46,37080
1008,224,37,5903,42,0,42,37080
1683,586,261,6172,43,0,43,37080
3540,255,363,8350,50,0,50,37080
1997,-41,2389,7913,48,0,48,37080
3936,298,389,8701,51,0,51,37080
4167,-70,182,9325,52,0,52,37080
1719,477,639,6307,43,20,63,37100
4588,-35,1326,9865,54,0,54,37100
3522,472,615,8113,49,0,49,37100
3515,96,1871,8945,51,0,51,37100
934,177,559,5817,42,0,42,37100
1959,421,1330,6782,45,0,45,37100
1424,556,2679,6961,45,0,45,37100
3048,-22,1379,8335,50,0,50,37100
3672,290,1504,8705,51,0,51,37100
3971,372,2480,9541,53,0,53,37100
1733,-96,436,6890,45,0,45,37100
2417,-75,2686,8591,50,0,50,37100
1990,534,2716,7578,47,60,107,37160
2140,432,835,6799,45,0,45,37160
1011,432,1336,5825,42,0,42,37160
3157,463,1854,8210,49,0,49,37160
3048,540,1026,7644,47,0,47,37160
2970,561,295,7480,47,0,47,37160
2640,229,650,7477,47,20,67,37180
4176,193,1816,9476,53,0,53,37180
1238,124,215,6196,43,0,43,37180
1437,-73,896,6613,44,0,44,37180
677,305,1701,5799,42,0,42,37180
2769,-70,872,7937,48,0,48,37180
4436,253,2029,9809,54,0,54,37180
2071,504,272,6641,44,0,44,37180
2715,439,1956,7855,48,0,48,37180
2273,81,1539,7533,47,0,47,37180
3072,-82,1683,8571,50,0,50,37180
1657,566,2207,6837,45,0,45,37180
723,549,433,5235,40,0,40,37180
3691,-69,488,8820,51,0,51,37180
1270,241,2560,7031,46,0,46,37180
3640,532,951,8224,49,0,49,37180
2039,-48,553,7147,46,0,46,37180
1094,-76,27,6291,43,0,43,37180
1427,499,600,5990,42,0,42,37180
3663,251,2283,9211,52,0,52,37180
2663,-80,1186,7930,48,0,48,37180
3306,408,2470,8833,51,0,51,37180
3915,148,836,8858,51,0,51,37180
1097,211,1794,6366,44,0,44,37180
3300,285,790,8098,49,0,49,37180
817,194,1381,5889,42,0,42,37180
2636,242,1322,7634,47,0,47,37180
2428,180,1980,7842,48,0,48,37180
1377,578,988,5924,42,0,42,37180
4123,424,1078,8850,51,0,51,37180
1783,260,804,6608,44,0,44,37180
1717,276,2210,7189,46,0,46,37180
3792,-70,2314,9683,54,0,54,37180
851,435,2428,6320,43,0,43,37180
3252,-90,198,8427,50,0,50,37180
4019,-76,1826,9594,53,0,53,37180
712,-18,324,5798,42,0,42,37180
3429,557,2728,9003,52,0,52,37180
2451,-32,788,7566,47,70,117,37250
2936,262,2373,8537,50,0,50,37250
1779,292,1750,6942,45,0,45,37250
1006,281,852,5819,42,0,42,37250
1237,472,1572,6122,43,60,103,37310
4154,166,2544,9978,54,0,54,37310
4577,195,1756,9840,54,0,54,37310
2466,398,870,7166,46,0,46,37310
3439,387,2095,8722,51,0,51,37310
1758,-79,2569,7846,48,0,48,37310
