x,y,z,dist,time,stochastic_delay,total_time,cum_delay
304,1880,631,3488,35,0,35,14290
144,3824,1509,3294,34,20,54,14310
479,1094,187,4472,38,0,38,14310
545,1626,1177,4103,37,0,37,14310
0,563,2685,5535,41,0,41,14310
107,1045,100,4166,37,0,37,14310
238,1207,1627,4417,38,0,38,14310
63,52,1340,5259,40,0,40,14310
-96,710,2532,5175,40,0,40,14310
449,2715,1372,2996,33,0,33,14310
-15,2181,859,2899,33,0,33,14310
481,4842,1671,4733,39,0,39,14310
516,2205,759,3389,35,0,35,14310
96,2998,2448,3016,34,0,34,14310
508,-86,2700,6703,45,0,45,14310
552,4255,305,3877,36,0,36,14310
217,3043,843,2352,32,0,32,14310
101,1495,146,3700,36,0,36,14310
174,3978,1015,3285,34,0,34,14310
348,1932,1459,3717,36,60,96,14370
194,918,1453,4575,38,0,38,14370
332,1120,1581,4574,38,0,38,14370
-19,2128,1879,3384,35,0,35,14370
-85,1738,2629,4232,37,0,37,14370
85,4769,418,3915,36,0,36,14370
563,3057,223,2701,33,0,33,14370
303,972,1587,4696,39,0,39,14370
161,2455,618,2769,33,0,33,14370
459,1020,2124,5128,40,0,40,14370
64,4749,300,3884,36,0,36,14370
-9,994,1368,4257,37,0,37,14370
483,1398,1972,4674,39,0,39,14370
-84,4605,54,3636,35,0,35,14370
-56,506,2498,5393,41,0,41,14370
566,3814,148,3474,35,0,35,14370
515,2676,2176,3563,35,0,35,14370
595,399,1775,5665,41,0,41,14370
197,91,2738,6245,43,70,113,14440
396,4788,2263,4969,39,0,39,14440
256,2387,1985,3467,35,0,35,14440
-59,4359,1473,3608,35,0,35,14440
306,2218,918,3196,34,0,34,14440
204,873,2254,5109,40,0,40,14440
-17,38,550,5005,40,0,40,14440
449,2759,1172,2872,33,0,33,14440
593,711,1067,5030,40,0,40,14440
-98,2144,923,2867,33,0,33,14440
396,3061,1780,2929,33,0,33,14440
355,2551,382,2867,33,0,33,14440
-69,365,592,4628,38,0,38,14440
-96,1497,2147,4112,37,20,57,14460
475,4683,303,4228,37,0,37,14460
39,3687,1692,3148,34,0,34,14460
432,1475,224,4038,37,0,37,14460
342,1712,43,3747,36,0,36,14460
226,3298,2366,3382,35,0,35,14460
-81,2174,1983,3341,35,0,35,14460
116,322,2410,5684,42,0,42,14460
518,1155,1239,4570,38,0,38,14460
468,1031,2749,5585,41,0,41,14460
-63,531,2609,5445,41,0,41,14460
264,418,1992,5448,41,0,41,14460
165,874,239,4370,38,0,38,14460
589,35,2283,6353,44,0,44,14460
118,2714,1607,2780,33,0,33,14460
481,507,1130,5142,40,0,40,14460
237,295,2085,5605,41,0,41,14460
132,296,724,4910,39,0,39,14460
523,54,2581,6487,44,0,44,14460
-40,3982,2725,4071,37,0,37,14460
2,1875,892,3229,34,0,34,14460
12,4817,656,3895,36,0,36,14460
562,1566,551,4056,37,0,37,14460
360,1202,1152,4333,37,0,37,14460
283,2579,1987,3303,34,0,34,14460
509,1125,4,4511,38,0,38,14460
-9,3166,2658,3234,34,0,34,14460
365,4416,1327,4023,37,0,37,14460
-66,3287,1168,2402,32,0,32,14460
499,265,2220,5989,42,0,42,14460
-89,2176,213,2817,33,0,33,14460
79,4744,2096,4493,38,0,38,14460
483,238,1044,5386,41,0,41,14460
203,3186,623,2453,32,0,32,14460
589,892,1500,5018,40,0,40,14460
199,2240,136,3055,34,0,34,14460
471,469,2624,6053,43,0,43,14460
87,3634,2191,3456,35,0,35,14460
149,538,2713,5731,42,0,42,14460
228,4798,875,4125,37,0,37,14460
189,986,2207,4949,39,0,39,14460
358,113,2287,6047,43,0,43,14460
-87,3792,648,2771,33,0,33,14460
89,4403,775,3573,35,0,35,14460
361,1208,1852,4668,39,0,39,14460
593,4071,1347,3915,36,0,36,14460
70,3896,919,3074,34,0,34,14460
289,3399,1004,2817,33,0,33,14460
500,316,164,5275,40,0,40,14460
335,3647,733,3057,34,0,34,14460
70,2858,201,2296,31,0,31,14460
589,40,336,5616,41,0,41,14460
8,1671,942,3451,35,0,35,14460
337,679,404,4720,39,0,39,14460
-8,4536,2637,4589,38,0,38,14460
127,1878,2348,4094,37,60,97,14520
-1,908,2274,4884,39,0,39,14520
387,-64,1192,5640,41,0,41,14520
144,2309,1718,3271,34,0,34,14520
123,2418,95,2810,33,70,103,14590
55,4541,2447,4514,38,0,38,14590
167,4351,1428,3805,36,0,36,14590
482,1187,1671,4705,39,0,39,14590
460,1512,2010,4562,38,0,38,14590
595,2776,793,2902,33,0,33,14590
409,160,1438,5541,41,0,41,14590
543,2821,2455,3645,35,0,35,14590
180,4347,1892,4066,37,0,37,14590
155,680,1472,4783,39,0,39,14590
210,3333,1520,2874,33,0,33,14590
76,1697,2745,4524,38,0,38,14590
326,528,2437,5708,42,0,42,14590
128,1484,744,3720,36,0,36,14590
-56,191,1319,4992,39,0,39,14590
-45,945,1883,4544,38,0,38,14590
-70,3916,1225,3047,34,0,34,14590
-62,3251,512,2249,31,0,31,14590
-4,2410,1058,2731,33,60,93,14650
533,4511,102,4147,37,0,37,14650
184,3570,793,2837,33,0,33,14650
99,1039,1538,4400,38,0,38,14650
211,3139,1428,2637,32,0,32,14650
494,1521,1065,4120,37,0,37,14650
-48,4216,1092,3323,34,0,34,14650
-74,131,1472,5103,40,20,60,14670
475,577,347,4964,39,0,39,14670
455,1148,762,4386,38,0,38,14670
374,1866,837,3599,35,0,35,14670
46,3617,1281,2886,33,0,33,14670
-32,2979,1541,2331,31,0,31,14670
593,4949,1886,5077,40,0,40,14670
102,3178,1920,2837,33,0,33,14670
148,2470,294,2749,33,0,33,14670
190,1512,1114,3840,36,0,36,14670
558,1358,1542,4542,38,0,38,14670
199,4841,130,4138,37,0,37,14670
218,2554,1063,2810,33,0,33,14670
301,4834,640,4200,37,0,37,14670
120,2917,2341,3043,34,0,34,14670
300,4393,2277,4488,38,0,38,14670
364,4384,1875,4277,37,0,37,14670
-28,2088,1276,3105,34,0,34,14670
277,4094,2308,4188,37,0,37,14670
-57,118,246,4903,39,160,199,14830
19,4810,2000,4436,38,0,38,14830
574,822,2003,5361,41,0,41,14830
353,3135,1190,2677,33,0,33,14830
269,4351,2431,4526,38,0,38,14830
298,3509,1581,3169,34,70,104,14900
275,2819,536,2516,32,0,32,14900
373,3564,116,3037,34,0,34,14900
-91,1611,2000,3905,36,0,36,14900
170,1911,1932,3823,36,0,36,14900
478,4471,1085,4102,37,0,37,14900
23,1003,2307,4836,39,0,39,14900
-54,1389,1141,3728,36,0,36,14900
206,619,1859,5106,40,20,60,14920
366,4497,2741,5004,40,0,40,14920
90,1393,1858,4215,37,0,37,14920
-18,1093,787,3971,36,0,36,14920
-43,1704,1754,3710,36,0,36,14920
-98,1089,1934,4378,38,0,38,14920
529,2104,260,3501,35,0,35,14920
133,434,496,4759,39,0,39,14920
546,2462,1093,3240,34,0,34,14920
344,684,263,4735,39,0,39,14920
488,212,807,5362,41,0,41,14920
197,3961,1645,3554,35,0,35,14920
473,2517,1048,3098,34,0,34,14920
-19,3446,2147,3132,34,0,34,14920
-79,3939,1980,3454,35,0,35,14920
499,2837,2250,3438,35,0,35,14920
496,3243,1974,3330,34,0,34,14920
596,849,1729,5190,40,0,40,14920
292,2161,1597,3501,35,0,35,14920
443,1395,20,4171,37,0,37,14920
63,1726,2428,4241,37,0,37,14920
93,123,2360,5824,42,0,42,14920
329,2565,2607,3802,36,0,36,14920
472,4941,2464,5343,41,0,41,14920
-77,2105,475,2878,33,0,33,14920
336,4688,2648,5093,40,0,40,14920
417,3172,2389,3464,35,0,35,14920
138,2980,1258,2372,32,0,32,14920
-66,3192,1350,2378,32,0,32,14920
106,1699,1446,3702,36,0,36,14920
-96,4726,621,3694,36,0,36,14920
248,1299,28,4070,37,0,37,14920
429,3540,2078,3627,35,0,35,14920
-91,2992,1065,2064,31,0,31,14920
315,4270,2598,4616,38,0,38,14920
-37,2240,2368,3583,35,0,35,14920
420,-36,1404,5732,42,0,42,14920
193,867,489,4386,38,0,38,14920
596,1390,2098,4878,39,0,39,14920
-94,3873,1765,3242,34,0,34,14920
68,3399,708,2539,32,0,32,14920
59,4689,1058,3893,36,0,36,14920
457,917,1560,4891,39,0,39,14920
332,1829,127,3601,35,0,35,14920
71,90,887,5082,40,0,40,14920
443,2737,1766,3170,34,70,104,14990
360,1645,219,3797,36,0,36,14990
378,86,495,5352,41,0,41,14990
545,2664,2583,3900,36,0,36,14990
124,3423,578,2608,32,0,32,14990
275,1915,2161,4074,37,0,37,14990
-33,4124,2397,3972,36,0,36,14990
8,4219,263,3302,34,0,34,14990
-93,2152,1812,3246,34,0,34,14990
173,1892,1560,3632,35,0,35,14990
342,3796,123,3237,34,0,34,14990
-53,-88,2140,5735,42,0,42,14990
-27,4914,227,3967,36,0,36,14990
433,4613,1879,4577,38,0,38,14990
562,1542,2509,4984,39,0,39,14990
334,3594,2743,4071,37,0,37,14990
17,2611,1772,2873,33,0,33,14990
341,4799,1896,4682,39,0,39,14990
443,4782,2084,4887,39,0,39,14990
-94,-93,1860,5519,41,0,41,14990
361,1122,655,4305,37,0,37,14990
154,727,12,4552,38,0,38,14990
47,4828,965,3994,36,0,36,14990
449,-12,971,5582,41,0,41,14990
436,3730,941,3279,34,0,34,14990
163,3159,888,2423,32,160,192,15150
119,2818,2471,3236,34,0,34,15150
187,4258,2712,4564,38,0,38,15150
289,3236,2636,3585,35,0,35,15150
551,1834,342,3783,36,0,36,15150
-89,4342,2038,3885,36,0,36,15150
466,3284,211,2833,33,0,33,15150
509,2147,2708,4478,38,0,38,15150
32,4303,1612,3713,36,0,36,15150
-4,3222,1981,2813,33,0,33,15150
-19,711,930,4381,38,0,38,15150
491,3114,1209,2801,33,0,33,15150
-18,3061,1466,2348,32,0,32,15150
314,4686,581,4061,37,0,37,15150
-50,4568,2400,4401,38,0,38,15150
194,2954,2729,3372,35,0,35,15150
309,2965,1382,2610,32,0,32,15150
477,4602,175,4168,37,0,37,15150
20,3693,2494,3665,35,0,35,15150
507,1537,1396,4242,37,0,37,15150
396,4241,949,3752,36,0,36,15150
499,586,1699,5339,41,0,41,15150
104,3490,2290,3398,35,0,35,15150
254,94,2104,5836,42,0,42,15150
-99,1112,7,3916,36,0,36,15150
226,591,1469,4941,39,0,39,15150
-66,3401,6,2462,32,0,32,15150
-96,4168,2481,4015,37,0,37,15150
589,4867,2098,5128,40,0,40,15150
334,2058,1630,3664,35,0,35,15150
518,2040,2203,4221,37,0,37,15150
489,4204,439,3754,36,0,36,15150
38,4548,1491,3903,36,0,36,15150
435,4833,741,4344,38,0,38,15150
283,4015,579,3359,35,0,35,15150
226,854,2589,5396,41,0,41,15150
212,3842,352,3120,34,0,34,15150
-94,2038,147,2962,33,0,33,15150
236,4548,1723,4223,37,20,57,15170
591,4007,1634,3988,36,0,36,15170
-99,1024,400,3939,36,0,36,15170
221,1675,2136,4243,37,0,37,15170
213,1804,1278,3631,35,0,35,15170
-52,3308,2085,2919,33,0,33,15170
442,347,1603,5469,41,70,111,15240
458,4470,2721,5054,40,0,40,15240
432,3815,2727,4377,38,0,38,15240
469,993,456,4536,38,0,38,15240
27,2164,2186,3594,35,0,35,15240
598,3344,1819,3437,35,20,55,15260
26,4105,792,3214,34,0,34,15260
597,1749,2456,4772,39,0,39,15260
165,3494,2110,3339,35,0,35,15260
152,2471,813,2768,33,0,33,15260
40,13,2043,5662,41,0,41,15260
491,2610,858,2976,33,0,33,15260
355,3576,2011,3545,35,0,35,15260
254,4028,1599,3653,35,0,35,15260
-18,3809,772,2871,33,0,33,15260
-89,120,1087,4945,39,0,39,15260
125,2804,912,2428,32,70,102,15330
-75,3188,2510,3077,34,0,34,15330
217,529,2326,5518,41,0,41,15330
578,1025,1268,4771,39,0,39,15330
393,1924,204,3553,35,0,35,15330
139,4662,2025,4424,38,0,38,15330
19,2512,2178,3233,34,0,34,15330
30,1906,654,3190,34,0,34,15330
371,4550,1555,4270,37,0,37,15330
289,2516,501,2833,33,0,33,15330
150,2846,0,2432,32,0,32,15330
320,1027,1671,4703,39,0,39,15330
580,890,1926,5250,40,0,40,15330
398,3801,1376,3462,35,0,35,15330
-96,1501,1965,3988,36,0,36,15330
225,3195,1741,2869,33,0,33,15330
88,534,2490,5503,41,0,41,15330
570,4637,602,4269,37,0,37,15330
554,3355,1291,3136,34,0,34,15330
148,1067,2567,5088,40,0,40,15330
505,4296,1085,3954,36,0,36,15330
102,2682,1197,2611,32,0,32,15330
153,33,2589,6144,43,0,43,15330
504,1964,2090,4206,37,0,37,15330
418,4033,1023,3586,35,0,35,15330
101,2155,907,3051,34,0,34,15330
149,1758,2180,4118,37,0,37,15330
599,807,328,4860,39,0,39,15330
-19,3556,2208,3283,34,0,34,15330
168,3790,2405,3845,36,0,36,15330
424,1695,2553,4726,39,0,39,15330
315,366,1217,5147,40,0,40,15330
395,920,1292,4703,39,0,39,15330
564,3053,836,2708,33,0,33,15330
350,859,1079,4642,38,0,38,15330
-85,4523,544,3498,35,0,35,15330
236,3110,300,2417,32,0,32,15330
168,430,183,4826,39,0,39,15330
468,2934,2655,3609,35,0,35,15330
497,1144,1910,4903,39,20,59,15350
417,408,415,5071,40,0,40,15350
552,3449,67,3112,34,0,34,15350
-97,1382,1321,3761,36,0,36,15350
81,3332,630,2477,32,0,32,15350
596,1997,2747,4745,39,0,39,15350
316,3332,1968,3235,34,0,34,15350
523,1975,1662,3953,36,0,36,15350
474,4854,887,4429,38,0,38,15350
77,3561,698,2708,33,0,33,15350
22,4487,1751,3964,36,0,36,15350
-61,1971,2609,4007,37,0,37,15350
557,2609,2271,3738,36,0,36,15350
315,2116,1783,3673,36,0,36,15350
585,160,2303,6238,43,0,43,15350
351,3927,830,3368,35,0,35,15350
517,1954,391,3626,35,0,35,15350
324,917,886,4508,38,0,38,15350
157,1661,1811,3986,36,0,36,15350
595,1752,843,3935,36,0,36,15350
525,4591,1617,4497,38,0,38,15350
-81,417,2327,5332,40,70,110,15420
112,369,1378,5007,40,0,40,15420
541,3011,2237,3319,34,0,34,15420
427,4513,834,4031,37,0,37,15420
291,2316,1250,3186,34,0,34,15420
118,1551,2351,4414,38,20,58,15440
465,1344,1848,4633,38,0,38,15440
-66,4308,670,3310,34,0,34,15440
591,3401,2545,3983,36,0,36,15440
179,2490,2447,3607,35,0,35,15440
593,1784,2121,4496,38,0,38,15440
-25,3868,1487,3158,34,0,34,15440
200,726,1748,4927,39,0,39,15440
-68,2694,2592,3264,34,0,34,15440
78,1899,2028,3804,36,0,36,15440
-12,3691,204,2763,33,0,33,15440
308,1008,435,4361,38,0,38,15440
-96,3345,966,2368,32,0,32,15440
41,239,1040,4942,39,0,39,15440
434,2639,2495,3748,36,0,36,15440
37,1272,2198,4505,38,0,38,15440
234,4755,2660,5067,40,0,40,15440
162,3996,343,3224,34,0,34,15440
588,4321,1814,4401,38,0,38,15440
367,2074,2455,4216,37,0,37,15440
471,3676,1068,3295,34,0,34,15440
-70,4438,1829,3869,36,0,36,15440
216,3947,1,3291,34,0,34,15440
257,3220,721,2550,32,0,32,15440
440,2825,227,2695,33,0,33,15440
-26,3352,1092,2481,32,0,32,15440
308,1791,1716,3952,36,0,36,15440
-1,914,1133,4254,37,160,197,15600
-82,4907,1117,3988,36,0,36,15600
520,4409,1309,4164,37,0,37,15600
489,4004,790,3576,35,0,35,15600
583,2864,972,2840,33,0,33,15600
40,1967,2095,3743,36,0,36,15600
-72,1667,1357,3516,35,0,35,15600
539,736,2134,5499,41,0,41,15600
375,2877,2151,3205,34,0,34,15600
-35,20,1723,5384,41,0,41,15600
164,3346,1912,3062,34,0,34,15600
83,4729,1361,4069,37,0,37,15600
332,-84,121,5515,41,0,41,15600
12,2306,1676,3119,34,0,34,15600
27,2858,1355,2423,32,0,32,15600
407,1597,1394,4081,37,0,37,15600
-43,3029,2057,2630,32,0,32,15600
238,2852,1466,2691,33,0,33,15600
262,1252,1734,4455,38,0,38,15600
559,4120,1111,3840,36,0,36,15600
59,3524,1905,3130,34,0,34,15600
312,677,2644,5701,42,20,62,15620
315,514,572,4862,39,0,39,15620
330,1041,67,4400,38,0,38,15620
-61,4056,331,3063,34,0,34,15620
276,2117,123,3258,34,0,34,15620
455,4032,2300,4298,37,0,37,15620
140,2770,1735,2816,33,0,33,15620
257,2121,532,3196,34,0,34,15620
599,3024,663,2690,33,0,33,15620
289,3237,393,2589,32,70,102,15690
141,2566,1617,2956,33,0,33,15690
18,3441,851,2553,32,0,32,15690
349,2356,883,3093,34,0,34,15690
-99,2010,2727,4021,37,0,37,15690
19,4188,1831,3709,36,0,36,15690
95,358,427,4798,39,0,39,15690
320,2830,2255,3269,34,0,34,15690
269,1912,2635,4416,38,0,38,15690
591,2016,1727,4016,37,0,37,15690
593,2845,2116,3432,35,0,35,15690
454,252,2572,6213,43,0,43,15690
592,4428,1778,4491,38,0,38,15690
516,1259,109,4359,38,0,38,15690
-93,557,1654,4751,39,0,39,15690
-80,4239,1702,3586,35,0,35,15690
36,2650,7,2513,32,0,32,15690
297,3473,108,2872,33,0,33,15690
262,631,89,4737,39,20,59,15710
248,2718,2658,3607,35,0,35,15710
240,4860,2746,5245,40,0,40,15710
257,4125,2097,4053,37,0,37,15710
338,2877,1817,2955,33,0,33,15710
332,414,1914,5471,41,0,41,15710
286,2627,1373,2921,33,0,33,15710
469,315,1809,5643,41,0,41,15710
184,2322,579,2923,33,0,33,15710
173,2265,477,2968,33,0,33,15710
368,4034,11,3527,35,0,35,15710
-77,2403,933,2631,32,0,32,15710
13,1457,341,3623,35,0,35,15710
493,1903,2729,4722,39,0,39,15710
196,1535,390,3724,36,0,36,15710
473,1866,2094,4276,37,0,37,15710
-14,4549,1667,3943,36,0,36,15710
-83,968,2338,4787,39,70,109,15780
527,243,2012,5899,42,0,42,15780
586,537,511,5109,40,0,40,15780
74,4297,1086,3524,35,20,55,15800
56,3936,2476,3931,36,0,36,15800
576,2823,2603,3788,36,0,36,15800
162,4285,250,3524,35,0,35,15800
127,3568,527,2755,33,0,33,15800
164,2007,1832,3660,35,0,35,15800
392,373,1392,5289,40,0,40,15800
412,3756,59,3281,34,0,34,15800
175,4745,1161,4098,37,0,37,15800
289,1264,2207,4771,39,0,39,15800
57,619,913,4545,38,0,38,15800
82,1057,2749,5173,40,0,40,15800
153,1760,465,3453,35,0,35,15800
-4,2946,88,2157,31,0,31,15800
294,3452,2175,3470,35,0,35,15800
530,1393,1245,4346,38,0,38,15800
312,3697,392,3072,34,0,34,15800
125,2690,203,2519,32,0,32,15800
267,4566,2741,4974,39,0,39,15800
596,1560,1290,4263,37,0,37,15800
87,3572,2600,3691,36,0,36,15800
-27,1977,743,3072,34,0,34,15800
579,2491,204,3172,34,0,34,15800
334,964,771,4450,38,0,38,15800
0,1317,2005,4293,37,0,37,15800
-76,2319,717,2678,33,0,33,15800
53,320,1248,4943,39,0,39,15800
314,1223,814,4178,37,0,37,15800
-57,1882,1835,3566,35,0,35,15800
229,2712,861,2613,32,0,32,15800
534,1140,2202,5136,40,0,40,15800
449,433,794,5100,40,0,40,15800
280,472,2738,5947,42,0,42,15800
479,1631,658,3914,36,0,36,15800
-34,3502,62,2581,32,0,32,15800
170,4208,369,3442,35,0,35,15800
110,2306,1849,3317,34,0,34,15800
-38,1376,2684,4683,39,160,199,15960
-45,2096,2723,3986,36,0,36,15960
374,4392,2330,4598,38,0,38,15960
150,645,777,4586,38,0,38,15960
396,2681,2354,3565,35,0,35,15960
74,4808,2515,4850,39,0,39,15960
211,3062,48,2389,32,0,32,15960
580,3760,1829,3841,36,0,36,15960
-26,3309,2432,3189,34,0,34,15960
-53,4830,1764,4240,37,0,37,15960
464,982,709,4554,38,0,38,15960
388,4607,2733,5130,40,0,40,15960
516,918,2463,5527,41,0,41,15960
230,197,2365,5891,42,0,42,15960
442,2802,2085,3303,34,0,34,15960
123,3428,158,2643,32,0,32,15960
56,3942,236,3077,34,0,34,15960
313,560,1392,5023,40,0,40,15960
530,1852,2493,4630,38,0,38,15960
422,49,2126,6063,43,0,43,15960
6,2107,2515,3867,36,0,36,15960
583,3123,1474,3015,34,0,34,15960
113,2153,1941,3530,35,0,35,15960
202,2770,16,2556,32,0,32,15960
2,2928,2661,3153,34,0,34,15960
23,2365,2513,3625,35,60,95,16020
454,2119,2225,4093,37,0,37,16020
578,734,1838,5350,41,0,41,16020
296,2290,327,3074,34,0,34,16020
433,824,1538,4949,39,0,39,16020
90,1336,2267,4542,38,0,38,16020
572,1755,2622,4866,39,0,39,16020
548,588,1121,5125,40,70,110,16090
-55,3494,2469,3373,35,0,35,16090
520,676,2055,5487,41,0,41,16090
203,2736,1238,2673,33,0,33,16090
279,3640,243,2997,33,0,33,16090
242,3264,2247,3280,34,0,34,16090
271,4347,2074,4274,37,0,37,16090
573,3363,2734,4072,37,0,37,16090
530,4752,1253,4494,38,160,198,16250
-20,4334,1310,3549,35,0,35,16250
6,2565,2441,3354,35,0,35,16250
375,10,814,5452,41,0,41,16250
203,1640,105,3666,35,0,35,16250
264,782,772,4562,38,60,98,16310
496,2271,2491,4175,37,0,37,16310
459,4473,3,4060,37,0,37,16310
569,2669,1834,3404,35,20,55,16330
250,1485,1770,4231,37,0,37,16330
-89,1583,102,3431,35,0,35,16330
439,2490,337,3016,34,0,34,16330
488,2781,13,2832,33,0,33,16330
12,4810,1129,3989,36,0,36,16330
-95,4800,2113,4387,38,0,38,16330
361,1004,2334,5192,40,0,40,16330
352,4263,1816,4108,37,0,37,16330
43,1102,2074,4597,38,0,38,16330
-22,2891,1851,2601,32,0,32,16330
246,4899,1487,4460,38,60,98,16390
550,1067,1456,4783,39,0,39,16390
410,3271,2441,3594,35,0,35,16390
479,356,245,5201,40,0,40,16390
27,3328,157,2447,32,0,32,16390
287,166,2241,5890,42,160,202,16550
131,4941,1854,4588,38,0,38,16550
288,3040,356,2393,32,0,32,16550
296,4926,1035,4360,38,0,38,16550
-18,779,2626,5255,40,0,40,16550
199,3788,531,3047,34,0,34,16550
440,987,906,4558,38,0,38,16550
127,640,2460,5414,41,0,41,16550
361,1831,340,3597,35,0,35,16550
491,2353,1219,3337,35,0,35,16550
213,3314,938,2640,32,0,32,16550
226,1433,2229,4554,38,0,38,16550
304,3316,1195,2810,33,0,33,16550
389,3761,640,3215,34,20,54,16570
263,341,668,4989,39,0,39,16570
584,2685,2107,3577,35,0,35,16570
-71,1263,1461,3968,36,0,36,16570
32,1577,181,3543,35,0,35,16570
593,2498,714,3167,34,0,34,16570
230,4130,1831,3862,36,0,36,16570
339,576,1830,5265,40,0,40,16570
592,2420,87,3279,34,0,34,16570
146,2642,1494,2822,33,0,33,16570
332,2260,1530,3408,35,0,35,16570
554,337,772,5297,40,0,40,16570
99,2115,1820,3480,35,0,35,16570
344,1260,1664,4490,38,0,38,16570
86,4597,1894,4223,37,0,37,16570
54,1038,1744,4467,38,0,38,16570
205,1199,235,4085,37,0,37,16570
248,3431,643,2744,33,0,33,16570
594,4515,2541,5097,40,0,40,16570
13,370,1358,4898,39,0,39,16570
80,2125,1070,3104,34,0,34,16570
571,3361,2306,3747,36,0,36,16570
236,3444,1365,2939,33,0,33,16570
266,484,742,4858,39,0,39,16570
14,736,1091,4433,38,0,38,16570
574,2406,907,3273,34,0,34,16570
486,4289,1822,4272,37,0,37,16570
-77,4108,2557,4031,37,0,37,16570
417,1013,1974,4995,39,0,39,16570
266,4843,1948,4683,39,0,39,16570
290,3403,1672,3104,34,0,34,16570
-95,1685,1464,3524,35,0,35,16570
364,1566,2158,4510,38,0,38,16570
337,3223,1134,2729,33,0,33,16570
250,1409,1256,4054,37,0,37,16570
481,1875,1256,3819,36,0,36,16570
441,2256,825,3274,34,0,34,16570
478,3398,1482,3188,34,0,34,16570
273,3142,1561,2767,33,0,33,16570
-89,825,95,4191,37,0,37,16570
-92,240,149,4762,39,0,39,16570
101,3121,283,2295,31,0,31,16570
542,4523,1341,4313,37,0,37,16570
-55,2473,2526,3448,35,0,35,16570
599,391,2220,5963,42,0,42,16570
48,-85,1627,5519,41,0,41,16570
64,4423,2557,4487,38,0,38,16570
81,4644,2534,4707,39,0,39,16570
173,297,2208,5622,41,0,41,16570
-48,1377,1634,3965,36,0,36,16570
137,4929,2303,4879,39,0,39,16570
268,2495,142,2868,33,0,33,16570
22,1469,1691,3974,36,0,36,16570
50,3341,916,2498,32,0,32,16570
396,709,1822,5184,40,0,40,16570
574,4315,424,3950,36,0,36,16570
285,2472,2419,3710,36,0,36,16570
522,689,1328,5076,40,160,200,16730
337,4162,1227,3701,36,0,36,16730
145,1400,853,3839,36,0,36,16730
470,2261,2359,4062,37,0,37,16730
385,175,249,5287,40,0,40,16730
24,2709,234,2394,32,0,32,16730
-81,3538,557,2517,32,20,52,16750
496,2156,1930,3903,36,0,36,16750
589,324,1908,5814,42,70,112,16820
504,2821,1239,2890,33,0,33,16820
9,4839,866,3945,36,0,36,16820
495,504,1882,5524,41,0,41,16820
307,3106,167,2503,32,0,32,16820
517,3014,116,2631,32,0,32,16820
85,444,2734,5777,42,0,42,16820
530,2250,1393,3551,35,0,35,16820
404,3360,711,2836,33,0,33,16820
-89,3734,1049,2787,33,0,33,16820
266,579,367,4751,39,0,39,16820
455,2764,1671,3101,34,0,34,16820
595,466,2605,6165,43,0,43,16820
56,1792,1858,3782,36,0,36,16820
89,499,118,4690,39,0,39,16820
408,309,2072,5753,42,0,42,16820
458,1695,2037,4394,38,0,38,16820
530,2826,153,2797,33,0,33,16820
333,2654,1781,3152,34,0,34,16820
302,4206,2504,4468,38,0,38,16820
8,700,2173,5030,40,0,40,16820
597,1058,551,4599,38,0,38,16820
581,3291,1142,3044,34,0,34,16820
527,4302,1622,4213,37,0,37,16820
231,127,1913,5656,41,0,41,16820
346,4336,1670,4092,37,0,37,16820
53,3714,1342,3016,34,0,34,16820
337,1811,1295,3755,36,0,36,16820
141,1338,129,3901,36,0,36,16820
361,2911,2034,3079,34,0,34,16820
131,2302,1128,2996,33,160,193,16980
252,3841,2326,3923,36,0,36,16980
256,-40,420,5357,41,0,41,16980
400,2187,2175,3937,36,0,36,16980
201,1058,912,4250,37,0,37,16980
69,2244,652,2891,33,0,33,16980
22,1369,239,3732,36,0,36,16980
439,2267,1061,3318,34,0,34,16980
416,1133,1216,4481,38,20,58,17000
217,3458,917,2783,33,0,33,17000
156,1355,2748,4948,39,0,39,17000
485,3697,629,3246,34,0,34,17000
256,320,1652,5336,41,0,41,17000
261,51,1549,5556,41,0,41,17000
214,4473,864,3783,36,0,36,17000
346,3262,979,2731,33,0,33,17000
503,1367,2156,4847,39,0,39,17000
203,2035,108,3270,34,0,34,17000
-32,1311,407,3719,36,0,36,17000
579,4893,303,4542,38,70,108,17070
-91,2140,1038,2908,33,0,33,17070
487,4527,2646,5082,40,0,40,17070
427,4798,100,4329,37,0,37,17070
484,4470,1443,4248,37,0,37,17070
495,-17,2020,6132,43,0,43,17070
91,1014,2037,4708,39,0,39,17070
-12,3944,2112,3613,35,0,35,17070
151,2951,968,2320,31,0,31,17070
136,2937,2633,3257,34,0,34,17070
335,4829,852,4258,37,0,37,17070
22,2273,1013,2881,33,0,33,17070
-88,490,712,4494,38,0,38,17070
-8,3352,2591,3370,35,0,35,17070
-27,2621,2038,2984,33,0,33,17070
483,4189,1887,4208,37,0,37,17070
297,3917,1888,3751,36,0,36,17070
25,4057,2351,3929,36,0,36,17070
598,3322,662,2987,33,0,33,17070
599,1396,1825,4702,39,0,39,17070
103,3332,1076,2585,32,0,32,17070
254,1611,233,3722,36,160,196,17230
492,2518,1423,3259,34,0,34,17230
508,0,196,5593,41,0,41,17230
465,4570,594,4097,37,0,37,17230
343,435,2202,5650,41,0,41,17230
194,2958,568,2297,31,0,31,17230
58,4817,494,3935,36,0,36,17230
