x,y,z,time,stochastic_delay,total_time
83,4617,1300,40,0,40
577,4756,1042,41,0,41
290,1008,2188,38,0,38
478,3717,1901,37,0,37
466,3508,197,37,0,37
177,3882,447,38,0,38
174,2926,281,35,0,35
-90,2008,1759,34,0,34
93,4267,1700,39,0,39
474,1894,161,36,0,36
583,2539,903,32,0,32
340,3058,1304,33,0,33
178,2578,122,36,0,36
591,818,445,38,0,38
150,785,720,38,0,38
184,1303,911,36,0,36
335,4521,212,41,0,41
396,3205,1297,34,0,34
545,2328,2447,36,0,36
536,4144,1798,38,0,38
-70,2017,1620,34,0,34
71,4307,202,40,0,40
445,4625,1261,40,0,40
281,1501,1142,35,0,35
592,607,2283,40,0,40
34,697,2264,40,0,40
474,817,2195,39,0,39
181,1068,402,38,0,38
329,819,1530,38,0,38
-95,830,485,39,0,39
289,1130,562,37,0,37
485,3610,1546,36,0,36
405,941,1461,37,0,37
504,-95,330,42,0,42
233,963,758,37,0,37
498,362,405,40,0,40
595,613,2044,39,0,39
395,1775,1702,34,0,34
2,94,1962,41,0,41
472,1217,1533,36,0,36
63,1840,2251,36,0,36
493,541,252,40,0,40
79,3479,1266,35,0,35
511,2409,700,33,0,33
310,698,929,38,0,38
-39,212,462,41,0,41
498,743,1738,38,0,38
519,2295,2188,35,0,35
388,911,2300,39,0,39
449,2048,2360,36,0,36
193,519,2510,41,600,641
304,3932,446,38,0,38
21,3728,1792,37,0,37
123,4569,320,41,0,41
0,1190,1658,37,0,37
71,1632,1848,35,0,35
113,-66,1826,42,0,42
563,3997,333,38,0,38
193,1675,1058,34,0,34
10,282,1135,40,0,40
121,1965,241,36,0,36
9,3855,1636,37,0,37
95,584,665,39,0,39
431,2448,2470,36,0,36
490,3910,2303,38,0,38
144,4239,708,39,0,39
591,4121,173,39,0,39
437,3271,1858,35,0,35
8,585,1548,39,0,39
322,3597,1879,36,120,156
444,1632,2168,36,0,36
155,19,453,42,0,42
230,3093,2058,35,0,35
252,2018,698,34,0,34
280,121,901,41,0,41
526,858,613,38,0,38
464,2074,1692,33,0,33
-85,4226,2606,41,0,41
26,3191,697,35,0,35
222,2395,656,33,0,33
70,957,715,38,0,38
-58,3311,206,37,0,37
20,2050,1415,33,0,33
360,2737,421,34,0,34
-17,4084,1834,38,0,38
547,2645,1431,32,0,32
598,2974,1075,33,0,33
231,1388,2334,37,0,37
531,4029,117,39,0,39
65,4509,1962,40,0,40
244,3990,1341,37,0,37
319,3720,4,38,0,38
221,2042,2452,36,0,36
57,2810,2712,37,0,37
132,1532,1687,35,0,35
590,2754,2526,36,0,36
578,4393,1891,39,0,39
174,85,2520,42,0,42
525,4871,451,42,0,42
448,2758,915,33,0,33
-82,1819,2431,37,0,37
167,163,1710,41,0,41
5,1087,1265,37,0,37
506,4920,98,42,0,42
503,1550,2579,38,0,38
406,4914,713,42,0,42
-62,2740,919,34,0,34
410,386,2012,40,0,40
31,565,760,39,0,39
403,150,110,42,0,42
251,1893,122,36,0,36
46,4934,2668,43,0,43
356,3383,2205,36,0,36
463,3642,930,36,0,36
-90,1779,641,35,0,35
36,3477,2054,37,0,37
90,448,1029,39,0,39
-89,3415,1069,36,0,36
-88,2441,628,34,0,34
81,1341,732,36,0,36
292,2350,81,36,0,36
593,2296,306,35,0,35
258,84,415,42,0,42
-82,972,2555,39,0,39
147,2194,1630,33,0,33
101,2255,73,36,0,36
-92,3619,2278,38,0,38
-93,685,602,39,0,39
189,4240,1525,39,0,39
-68,644,2365,40,0,40
180,2576,2099,35,0,35
-84,3062,253,36,0,36
113,3897,1443,37,0,37
256,4410,2365,40,0,40
518,4065,2387,39,0,39
408,564,178,40,0,40
155,2056,2623,37,0,37
573,1037,2198,38,0,38
529,4474,1887,40,0,40
571,-3,1845,42,0,42
108,4662,2719,42,0,42
484,3465,2307,37,0,37
-82,1458,104,38,0,38
351,1575,2745,38,0,38
533,2790,2323,35,0,35
409,1977,541,34,0,34
-14,994,5,39,0,39
58,1929,136,36,0,36
73,2943,1322,33,0,33
93,4041,630,38,0,38
332,1548,626,35,0,35
238,675,1348,38,0,38
353,1856,1895,34,0,34
-99,3161,569,36,0,36
419,1174,2216,38,0,38
10,1478,1109,35,0,35
593,4948,678,42,0,42
338,980,2482,39,0,39
480,1248,422,37,0,37
-15,4141,2267,39,0,39
424,4353,279,40,0,40
208,4259,2598,40,0,40
-41,2561,683,34,0,34
532,1798,1267,33,0,33
486,129,2103,41,0,41
75,2451,1179,32,0,32
539,390,320,40,0,40
-83,249,2641,42,0,42
392,2946,2554,37,0,37
249,1129,1541,37,0,37
319,3325,1689,35,0,35
78,1036,921,37,0,37
23,2422,943,33,0,33
8,3201,823,35,0,35
594,3867,1389,37,0,37
294,1415,2555,38,0,38
227,2434,1337,32,0,32
386,1158,2396,38,0,38
439,4416,448,40,0,40
377,3364,1082,35,0,35
215,-59,1599,42,0,42
191,1743,2723,38,0,38
-59,2240,335,35,0,35
480,2069,1029,32,0,32
219,4882,1213,41,0,41
308,-91,1394,42,0,42
328,4706,2271,41,0,41
279,2057,836,33,0,33
24,4517,298,41,0,41
577,622,1504,39,0,39
-15,857,1453,38,0,38
480,3851,1439,37,0,37
414,3684,111,38,0,38
6,4661,1262,40,0,40
313,2643,298,35,0,35
446,223,2292,41,0,41
262,4542,2096,40,0,40
-66,4521,699,40,0,40
431,2149,2076,34,0,34
573,1796,996,34,0,34
186,4526,994,40,0,40
36,3109,1108,34,0,34
502,2566,1563,32,0,32
-30,2396,260,35,0,35
-47,472,618,40,0,40
258,4196,80,40,0,40
565,2112,1445,32,0,32
192,2751,2036,34,0,34
108,964,2569,39,0,39
99,901,557,38,0,38
221,2597,2325,35,0,35
475,4705,1626,40,0,40
380,3939,2456,39,0,39
274,3090,1376,34,0,34
309,2717,1064,32,0,32
0,2319,905,33,0,33
327,3840,623,37,0,37
-7,1094,239,38,0,38
547,228,1187,40,0,40
472,1006,1878,37,0,37
352,271,2010,41,0,41
217,3827,1769,37,0,37
440,2459,206,35,0,35
131,2367,1318,32,0,32
225,263,2476,42,0,42
569,980,1885,38,0,38
394,3767,847,37,0,37
114,1866,1316,34,0,34
219,4625,260,41,0,41
446,2154,255,35,0,35
-88,342,1095,40,0,40
197,3424,354,36,0,36
380,413,1486,39,0,39
274,3701,2420,38,0,38
-12,3906,2249,39,0,39
355,3865,2314,38,0,38
175,1713,733,35,0,35
520,1817,1493,33,0,33
-20,646,1628,39,0,39
299,4589,460,41,0,41
-48,3258,280,37,0,37
41,2091,302,35,0,35
314,2221,386,35,0,35
33,3884,2022,38,0,38
195,4069,719,38,0,38
-17,1069,1431,37,0,37
386,4127,2267,39,0,39
552,1161,1441,36,0,36
211,4687,1518,40,0,40
279,1798,2019,35,0,35
326,-55,2561,43,0,43
3,1793,1988,35,0,35
575,4263,114,40,0,40
157,479,1318,39,0,39
101,3072,698,35,0,35
102,1817,918,34,0,34
-93,3518,841,36,0,36
499,3809,1607,37,0,37
175,3137,1151,34,0,34
-95,3031,1844,35,0,35
582,53,2720,43,0,43
60,678,1497,39,0,39
367,2042,2091,35,0,35
580,4444,2385,41,0,41
253,4226,978,38,0,38
505,2129,547,34,0,34
483,46,1091,41,0,41
308,3665,987,36,0,36
551,3607,911,36,0,36
480,2369,2405,36,0,36
386,4577,1022,40,0,40
282,2881,199,36,0,36
40,1234,1234,36,0,36
378,2435,971,32,0,32
146,156,311,41,0,41
533,4707,2738,42,0,42
-82,4939,2510,43,0,43
241,1711,2304,36,0,36
227,2063,439,35,0,35
-98,1156,1859,37,0,37
340,4554,867,40,0,40
281,4942,1974,42,0,42
467,2102,907,33,0,33
588,1023,795,37,0,37
179,1387,2497,38,0,38
0,4328,338,40,0,40
186,2921,817,34,0,34
278,2735,1333,32,0,32
138,732,823,38,0,38
138,1660,1365,34,0,34
239,293,1865,40,0,40
274,119,1805,41,0,41
403,4514,561,40,0,40
156,2227,693,34,0,34
580,2414,2681,37,0,37
592,4187,1034,38,0,38
284,4717,1893,41,0,41
196,2244,1678,33,0,33
598,4767,1551,41,0,41
388,1433,1857,36,0,36
12,4225,836,39,0,39
240,1119,971,37,0,37
447,2336,286,35,0,35
164,1171,954,36,0,36
359,1966,2544,37,0,37
327,2503,1415,32,0,32
505,353,1019,40,0,40
476,479,2329,40,0,40
-84,1987,244,36,0,36
243,2624,1165,32,0,32
69,2937,363,35,0,35
-51,4234,496,39,0,39
433,4239,208,40,0,40
-83,700,1582,39,0,39
173,96,1120,41,0,41
103,1196,14,38,0,38
74,1294,1920,37,0,37
-93,1322,1233,36,0,36
254,4702,1343,40,0,40
554,4002,2098,38,0,38
398,2963,2410,36,0,36
299,594,1114,39,0,39
129,761,183,39,0,39
-97,1839,1006,34,0,34
148,4898,2116,42,0,42
209,2396,2513,36,0,36
-16,945,2607,40,0,40
381,2343,636,33,0,33
5,3266,1794,35,0,35
112,1273,2495,38,0,38
-44,1038,1019,37,0,37
85,1424,2193,37,0,37
166,4631,1189,40,0,40
277,350,819,40,0,40
557,4564,2276,41,0,41
519,1382,51,38,0,38
-67,3608,749,37,0,37
223,3551,504,36,0,36
-79,2832,1405,34,0,34
349,3533,1145,35,0,35
-89,2210,99,36,0,36
596,348,1442,40,0,40
578,1938,2218,35,0,35
221,4716,929,41,0,41
-84,4671,2160,41,0,41
258,4697,690,41,0,41
572,2832,235,35,0,35
88,178,1404,41,0,41
162,1083,228,38,0,38
378,748,2672,40,0,40
339,1942,2408,36,0,36
43,175,975,41,0,41
365,331,1108,40,0,40
-92,3145,850,35,0,35
596,2654,509,34,0,34
222,4004,1427,37,0,37
496,3253,2725,38,0,38
572,2438,563,34,0,34
-15,3812,2095,38,0,38
332,1160,2552,39,0,39
295,4086,851,38,0,38
378,3324,2290,36,0,36
506,965,321,38,0,38
332,2184,38,36,0,36
576,4919,2334,42,0,42
336,4860,257,42,0,42
342,2275,832,33,0,33
457,2566,2347,35,0,35
112,2714,1415,33,0,33
-37,1275,861,36,0,36
47,1253,367,37,0,37
157,1193,2749,39,0,39
165,1283,2273,37,0,37
237,4716,2430,42,0,42
487,192,1941,41,0,41
-40,561,2030,40,0,40
570,110,1347,41,0,41
588,1014,1579,37,0,37
501,4597,373,41,0,41
-14,2568,1659,33,0,33
541,1924,659,34,0,34
542,3527,2139,37,0,37
18,3282,2346,37,0,37
528,2163,21,36,0,36
396,1052,1608,37,0,37
207,3472,1048,35,0,35
460,3018,2302,36,0,36
-11,4159,502,39,0,39
191,4265,632,39,0,39
355,2099,45,36,0,36
466,2886,1081,33,0,33
331,857,640,38,0,38
110,686,78,40,0,40
397,812,1840,38,0,38
407,-98,2215,42,0,42
563,3856,1757,37,0,37
290,3064,87,36,0,36
261,3178,2442,37,0,37
104,4507,662,40,0,40
264,2682,2495,36,0,36
419,1246,2639,39,0,39
440,655,2326,40,0,40
595,2220,1563,32,0,32
-26,1743,1512,35,0,35
515,3986,688,38,0,38
537,3620,1687,36,0,36
107,4599,2615,42,0,42
235,2660,134,36,0,36
373,141,22,42,0,42
572,1922,811,34,0,34
341,3069,1452,33,0,33
38,2619,1385,33,0,33
221,1028,1124,37,0,37
77,2825,598,34,0,34
-37,2909,2113,35,0,35
445,3003,16,36,0,36
476,522,2023,40,0,40
34,2785,13,36,0,36
553,4573,467,40,0,40
109,4086,2510,40,0,40
107,3098,1692,34,0,34
-23,4512,109,41,0,41
450,776,1618,38,0,38
527,4069,531,38,0,38
196,1992,2032,35,0,35
165,4520,2472,41,0,41
170,794,275,39,0,39
215,4416,428,40,0,40
206,3275,1256,34,0,34
-92,3923,2312,39,0,39
60,2217,567,34,0,34
459,4116,2046,39,0,39
341,1594,1701,35,0,35
93,2232,1076,33,0,33
-98,2258,2053,35,0,35
328,3419,748,35,0,35
-85,190,1576,41,0,41
399,-96,1609,42,0,42
217,1319,2113,37,0,37
183,1924,54,36,0,36
-35,4949,2594,43,0,43
359,2205,1989,34,0,34
290,3701,2173,37,0,37
-88,136,2551,42,0,42
-91,1215,2083,38,0,38
394,77,1878,41,0,41
145,3366,2723,38,0,38
168,1218,2125,37,0,37
67,710,2500,40,0,40
-68,927,469,38,0,38
492,1048,108,38,0,38
13,4115,1586,38,0,38
591,4192,354,39,0,39
597,1862,177,36,0,36
387,2858,1618,33,0,33
350,4190,2681,40,0,40
583,208,21,42,0,42
338,3726,1817,37,0,37
242,3813,617,37,0,37
154,2384,1918,34,0,34
108,1760,15,37,0,37
41,1622,347,36,0,36
593,2640,1644,32,0,32
88,1100,1471,37,0,37
291,207,2112,41,0,41
439,297,2362,41,0,41
511,821,1924,38,0,38
128,654,253,40,0,40
497,2016,933,33,0,33
0,1515,2692,38,0,38
360,90,212,42,0,42
240,2684,2227,35,0,35
420,2557,1726,33,0,33
7,2194,2058,35,0,35
287,3938,2486,39,0,39
-47,2727,1575,34,0,34
-38,2961,999,34,0,34
334,2172,511,34,0,34
379,615,2630,41,0,41
190,981,1868,38,0,38
457,1642,1589,34,0,34
42,2387,645,34,0,34
408,4636,730,40,0,40
57,1804,716,35,0,35
223,223,2583,42,0,42
400,4874,28,42,0,42
13,3248,1285,35,0,35
426,3712,1274,36,0,36
-86,2041,2543,37,0,37
545,2472,2220,35,0,35
-62,617,75,40,0,40
461,2705,379,34,0,34
-96,4453,1942,40,0,40
592,4463,1264,39,0,39
365,3830,1690,37,0,37
395,3940,2743,40,0,40
560,1612,1555,34,0,34
-96,79,408,42,0,42
521,4310,2249,40,0,40
86,3765,725,37,0,37
-67,4274,2426,40,0,40
524,975,1313,37,0,37
54,3191,2348,37,0,37
565,2859,1528,33,0,33
516,2715,921,32,0,32
-82,865,638,38,0,38
20,4206,1225,38,0,38
160,3622,2697,39,0,39
215,1663,1691,35,0,35
-54,1216,2438,38,0,38
428,1513,2400,37,0,37
55,894,889,38,0,38
293,915,2729,40,0,40
-70,4857,1508,41,0,41
-95,3001,1624,34,0,34
554,1222,865,36,0,36
123,3135,2263,36,0,36
44,4258,1337,39,0,39
370,2294,1438,32,0,32
-51,1269,565,37,0,37
494,907,2351,39,0,39
-16,1183,2587,39,0,39
218,4609,1614,40,0,40
392,3313,819,35,0,35
-59,3393,1532,35,0,35
379,3075,293,36,0,36
313,41,12,42,0,42
515,1438,2084,36,0,36
494,2059,1434,32,0,32
211,584,1376,39,0,39
498,1643,1371,34,0,34
-70,3888,2065,38,0,38
405,2346,1945,34,0,34
130,3931,64,39,0,39
473,2849,987,33,0,33
325,48,2387,42,0,42
223,753,1844,38,0,38
13,662,824,39,0,39
483,3936,1021,37,0,37
-81,3276,1970,36,0,36
571,3817,2286,38,0,38
-97,148,2076,42,0,42
599,803,2559,40,0,40
167,3793,292,38,0,38
224,4272,2073,39,0,39
-94,495,179,41,0,41
497,3317,871,35,0,35
10,2062,2396,36,0,36
302,4227,2065,39,0,39
495,2096,2472,36,0,36
484,1862,4,37,0,37
385,2243,494,34,0,34
206,1354,427,37,0,37
158,815,1517,38,0,38
-95,4420,2426,41,0,41
358,2795,1492,32,0,32
506,1409,141,37,0,37
130,3748,2555,39,0,39
588,4723,1376,40,0,40
586,3346,555,35,0,35
207,3685,1130,36,0,36
-93,3985,1364,38,0,38
313,875,1992,38,0,38
-93,4660,422,41,0,41
579,-41,2196,42,0,42
249,3322,2073,36,0,36
489,1605,102,37,0,37
-82,1584,1076,35,0,35
102,3982,912,38,0,38
154,4141,1926,39,0,39
-67,4945,2112,42,0,42
595,4934,1471,41,0,41
366,246,2182,41,0,41
447,780,1182,38,0,38
457,4402,558,40,0,40
228,2111,1787,34,0,34
504,3355,1812,35,0,35
19,1020,1968,38,0,38
-63,2614,224,36,0,36
24,1697,1976,36,0,36
124,2775,1254,33,0,33
282,783,91,39,0,39
-17,277,319,41,0,41
470,1137,2286,38,0,38
225,3860,21,39,0,39
317,3217,649,35,0,35
-89,2531,2376,36,0,36
-93,1575,2598,38,0,38
327,3441,1100,35,0,35
505,2575,3,36,0,36
513,4160,774,38,0,38
591,2576,1801,33,0,33
539,1039,707,37,0,37
494,1280,2284,37,0,37
-82,1619,854,35,0,35
571,649,732,39,0,39
119,2748,379,35,0,35
373,985,2597,39,0,39
-77,948,788,38,0,38
279,2424,967,32,0,32
-42,3675,1403,36,0,36
367,2972,595,34,0,34
92,1872,338,36,0,36
106,4228,2627,40,0,40
81,199,515,41,0,41
571,3047,1572,33,0,33
-95,3023,1270,34,0,34
189,1342,1702,36,0,36
84,833,1183,38,0,38
-91,2415,427,35,0,35
-92,4027,2062,39,0,39
244,3311,98,37,0,37
72,2182,2274,36,0,36
505,1491,2662,38,0,38
474,4219,1414,38,0,38
363,4834,1570,41,0,41
236,4087,929,38,0,38
559,4942,12,43,0,43
337,3064,435,35,0,35
-92,4628,1183,40,0,40
299,-90,2732,43,0,43
486,4658,1136,40,0,40
552,2185,455,34,0,34
-42,2165,1335,33,0,33
578,1251,1989,37,0,37
496,1327,1688,36,0,36
93,3320,1322,35,0,35
65,4586,2047,41,0,41
152,555,2232,40,0,40
83,3195,2502,37,0,37
-69,3652,2564,39,600,639
303,1028,234,38,0,38
251,4037,196,39,0,39
75,3134,1403,34,0,34
229,1676,6,37,0,37
181,1817,1379,34,0,34
443,236,2032,41,0,41
74,243,1539,40,0,40
196,-73,2741,43,0,43
173,97,1535,41,0,41
-55,4717,105,42,0,42
450,873,1725,38,0,38
354,2109,2257,35,0,35
227,2316,249,35,0,35
118,2612,2526,36,0,36
159,1363,1120,36,0,36
2,3011,2419,37,0,37
572,3994,1525,37,0,37
481,3957,18,39,0,39
379,3753,2671,39,0,39
494,1967,2354,36,0,36
129,1405,525,36,0,36
562,1484,1943,36,0,36
30,-71,177,43,0,43
167,4155,950,38,0,38
531,2174,1184,32,0,32
420,1360,2566,38,0,38
348,1772,2454,37,0,37
270,2167,1025,32,0,32
593,4540,891,40,0,40
165,1097,9,39,0,39
491,1648,458,35,0,35
-45,1940,1673,34,0,34
454,3545,3,38,0,38
587,-47,361,42,0,42
71,2108,551,34,0,34
-45,4427,2732,42,0,42
241,2776,1160,32,0,32
355,204,166,41,120,161
34,-67,849,42,0,42
-8,3835,930,37,0,37
235,416,1586,40,0,40
-92,460,1808,40,0,40
512,3343,1196,34,0,34
596,2269,684,33,0,33
212,3402,2023,36,0,36
544,3692,1002,36,0,36
180,4408,172,40,0,40
134,2495,1115,32,0,32
105,3000,597,35,0,35
379,4266,627,39,0,39
203,4513,1504,40,0,40
-39,738,677,39,0,39
368,722,2455,40,0,40
577,306,584,40,0,40
31,939,1224,37,0,37
45,1996,1057,33,0,33
379,568,453,39,0,39
-83,1665,991,35,0,35
-3,2420,1198,33,0,33
125,1703,2556,37,0,37
314,3379,101,37,0,37
250,4296,217,40,0,40
569,680,546,39,0,39
-99,279,2511,42,0,42
-45,2637,2681,37,0,37
169,4032,2613,40,0,40
-97,4735,1072,41,0,41
599,2401,1884,33,0,33
383,3389,405,36,0,36
90,4177,391,39,0,39
-53,1244,212,38,0,38
592,4326,1445,39,0,39
520,1498,1224,35,0,35
-60,303,2277,41,0,41
215,38,193,42,0,42
-79,3903,2429,39,0,39
-81,1752,1297,34,0,34
-33,4942,2004,42,0,42
269,3764,865,37,0,37
582,454,553,40,0,40
493,4576,1189,40,0,40
283,789,2153,39,0,39
328,1857,1985,35,0,35
-90,2291,1224,33,0,33
549,2890,1955,34,0,34
5,1293,1502,36,0,36
-95,4280,1303,39,0,39
279,4515,315,40,0,40
531,3975,1199,37,0,37
48,2271,2333,36,0,36
466,4066,1426,38,0,38
-81,185,2392,42,0,42
202,2091,936,33,0,33
228,3815,1491,37,0,37
58,3327,2733,38,0,38
314,3021,2528,37,0,37
324,1260,913,36,0,36
406,1306,66,38,0,38
535,2839,649,34,0,34
436,1138,1596,36,0,36
294,726,1119,38,0,38
396,3519,1738,36,0,36
143,800,934,38,0,38
369,510,251,40,0,40
-18,2767,1003,33,0,33
375,2451,2116,34,0,34
580,2057,776,33,0,33
443,2626,572,34,0,34
495,1946,565,34,0,34
195,4217,195,40,0,40
218,2902,1289,33,1000,1033
552,3625,2210,37,0,37
555,3301,2036,36,0,36
486,2515,1969,34,0,34
581,2695,1035,32,0,32
261,4602,550,40,0,40
155,4167,2229,39,0,39
-92,2403,1942,35,0,35
2,2647,322,35,0,35
199,4003,76,39,0,39
494,1831,2191,35,0,35
249,-57,1195,42,0,42
93,719,2041,39,0,39
246,814,1580,38,0,38
-6,717,227,40,0,40
187,4816,375,42,0,42
567,534,2214,40,0,40
145,3224,716,35,0,35
-92,2807,1912,35,0,35
539,4530,2732,42,0,42
66,1996,1346,33,0,33
583,2791,1201,32,0,32
429,927,553,38,0,38
558,1854,701,34,0,34
411,1318,1310,35,0,35
336,290,2392,41,120,161
570,4921,1015,41,0,41
-95,2348,1771,34,0,34
478,680,436,39,0,39
-85,905,871,38,0,38
469,968,808,37,0,37
190,1731,980,34,0,34
329,2871,956,33,0,33
599,4437,6,41,0,41
141,2104,710,34,0,34
308,3222,1503,34,0,34
121,1160,2568,39,0,39
437,692,2086,39,0,39
191,2887,668,34,0,34
285,973,577,38,0,38
309,3151,2211,36,0,36
478,3917,307,38,0,38
393,142,790,41,0,41
110,504,632,40,0,40
85,4484,2626,41,0,41
598,2391,1282,31,0,31
44,1549,437,36,0,36
120,755,1690,38,0,38
595,131,1852,41,0,41
249,673,679,39,0,39
596,1363,2733,39,0,39
93,4373,1832,39,0,39
-88,-94,583,42,0,42
597,2582,584,34,0,34
543,3761,2437,38,0,38
-96,645,2471,40,0,40
130,3468,1665,36,0,36
88,3725,2673,39,0,39
588,3741,2069,37,0,37
505,1052,1360,37,0,37
262,2391,1273,32,0,32
65,3586,2271,37,0,37
133,1201,1116,36,0,36
75,4110,132,39,0,39
61,649,1086,39,0,39
259,3975,2644,40,0,40
-57,3454,1686,36,0,36
-1,2627,1064,33,0,33
456,1577,189,37,0,37
375,4307,1587,39,0,39
-92,2392,832,34,0,34
80,333,2648,42,0,42
153,3531,394,37,0,37
48,566,2360,40,0,40
431,2656,1148,32,0,32
135,4349,1192,39,0,39
-92,4037,1916,38,0,38
221,834,2367,39,0,39
447,778,453,39,0,39
382,2336,1198,31,0,31
167,2559,1537,32,0,32
178,2053,1267,33,0,33
599,2247,566,34,0,34
422,4027,1592,38,0,38
299,4158,1765,38,0,38
588,3634,1240,36,0,36
350,4622,1250,40,0,40
496,4914,1863,42,0,42
184,1539,2236,37,0,37
219,914,2015,38,0,38
514,1793,507,35,0,35
-43,2351,2662,37,0,37
346,1721,1529,34,0,34
-35,4905,98,43,0,43
387,604,2498,40,0,40
510,515,2546,41,0,41
82,3253,23,37,0,37
534,4224,2585,40,0,40
202,2550,2215,35,0,35
104,4202,1439,38,0,38
584,4625,2010,41,0,41
60,2213,1721,34,0,34
-2,1186,1497,37,0,37
-98,98,1609,41,0,41
310,4462,1660,40,0,40
-93,3306,1570,35,0,35
391,4007,1878,38,0,38
-5,1657,1680,35,0,35
401,3450,504,36,0,36
148,620,988,39,0,39
587,796,1272,38,0,38
429,1357,219,37,0,37
593,2308,1824,33,0,33
129,2931,1151,33,0,33
-7,1874,1104,34,0,34
126,-95,538,42,0,42
451,4077,1251,38,0,38
359,3529,30,38,0,38
7,4865,2494,43,0,43
295,3137,365,35,0,35
52,4788,1824,41,0,41
22,3945,997,37,0,37
226,3934,1567,37,0,37
-98,765,848,39,0,39
229,3732,937,36,0,36
-15,1159,431,38,0,38
99,1608,1437,35,0,35
331,4043,675,38,0,38
-22,4420,1645,40,0,40
342,2095,649,34,0,34
312,3868,1408,37,600,637
33,-53,1877,42,0,42
8,524,844,39,0,39
343,1779,1626,34,0,34
598,2760,1822,33,0,33
332,1923,1212,33,0,33
390,2969,1467,33,0,33
492,2643,1333,31,0,31
152,2279,2069,34,0,34
254,1218,2314,38,0,38
505,4548,810,40,0,40
379,4604,228,41,0,41
390,4326,997,39,0,39
194,1913,203,36,0,36
290,1159,219,38,0,38
172,3364,633,36,0,36
262,1696,1476,34,0,34
370,4186,1136,38,0,38
227,1891,770,34,0,34
-94,1817,1103,34,0,34
193,2378,1183,32,0,32
412,2515,1154,31,120,151
-71,3377,582,36,0,36
-70,2892,1949,35,0,35
187,4346,2640,41,0,41
454,4738,721,41,0,41
0,662,2731,41,0,41
126,1459,1918,36,0,36
391,1408,436,36,0,36
245,3784,106,38,0,38
430,4798,1364,41,0,41
248,3721,1786,37,0,37
88,438,1826,40,0,40
149,1591,1117,35,0,35
16,998,1833,38,0,38
243,2722,2369,36,0,36
587,3547,1652,36,0,36
563,3243,1419,34,0,34
529,3585,95,38,0,38
420,1023,1107,37,0,37
436,4868,2743,43,0,43
-93,2788,2380,36,0,36
281,2777,1786,33,0,33
32,3215,2432,37,0,37
470,1489,1760,35,0,35
369,4603,1110,40,0,40
-84,1298,2034,37,0,37
-54,4381,133,41,0,41
320,426,64,41,0,41
373,157,566,41,0,41
173,4012,2527,39,0,39
213,145,97,42,0,42
36,3472,2339,37,0,37
564,362,860,40,0,40
256,2990,787,34,0,34
50,4843,1061,41,0,41
419,3854,803,37,0,37
-80,3101,669,35,0,35
-11,1480,1012,35,0,35
483,1052,1235,37,0,37
464,2940,1282,33,0,33
334,607,1525,39,0,39
591,366,1322,40,0,40
325,254,2641,42,0,42
410,4581,2571,41,0,41
595,4900,2483,42,0,42
51,12,2583,43,0,43
5,4929,2209,42,0,42
203,2804,1668,33,0,33
485,869,1481,37,0,37
201,3561,1549,36,0,36
130,234,385,41,0,41
153,4935,2428,43,0,43
387,1392,920,35,0,35
-18,3516,706,36,0,36
135,2321,146,36,0,36
457,1916,953,33,0,33
171,4809,1221,41,0,41
346,4863,122,42,0,42
543,4654,253,41,0,41
390,3257,142,37,0,37
277,1104,690,37,0,37
476,2984,2560,37,0,37
-66,4403,385,40,0,40
-99,3467,1320,36,0,36
-22,93,2667,43,0,43
464,3180,397,35,0,35
547,385,2549,41,0,41
388,3536,619,36,0,36
420,362,957,40,0,40
530,2474,1319,31,0,31
369,2894,1333,33,0,33
264,1437,816,35,0,35
-11,1635,1042,35,0,35
203,506,166,40,0,40
183,4156,1760,38,0,38
595,562,1021,39,0,39
-79,1993,1874,35,0,35
198,3618,2030,37,0,37
360,1802,786,34,0,34
166,2693,2368,36,0,36
-23,2936,850,34,0,34
475,2211,1474,32,0,32
592,-78,1655,42,0,42
574,1593,2281,36,0,36
-12,2065,2208,36,0,36
254,2915,2058,35,0,35
-36,2339,2326,36,0,36
124,4474,842,40,0,40
435,1712,2215,36,0,36
399,1824,1405,33,0,33
-32,854,1004,38,0,38
-57,4475,2195,41,0,41
90,4501,1086,40,0,40
108,1965,2740,38,0,38
400,600,1377,39,0,39
99,559,1319,39,0,39
387,4809,1273,41,0,41
-22,3335,1873,36,0,36
15,440,2124,40,0,40
245,390,306,40,0,40
372,1636,1475,34,0,34
-97,3805,2256,38,0,38
396,273,390,41,0,41
412,4453,1645,39,0,39
532,2306,934,32,0,32
270,2,1672,41,0,41
310,4186,157,40,0,40
268,4502,2604,41,0,41
102,2354,427,35,0,35
201,290,1352,40,0,40
552,1607,2021,36,0,36
509,4862,1497,41,0,41
-2,265,102,42,0,42
135,2188,2118,35,0,35
91,4735,720,41,0,41
-69,1648,769,35,0,35
55,3972,824,38,0,38
246,1242,1871,37,0,37
296,1707,620,35,0,35
208,3719,1902,37,0,37
22,3403,1214,35,0,35
598,4458,106,41,0,41
315,4088,1443,38,0,38
92,1346,2642,38,0,38
24,3493,967,36,0,36
598,3724,2712,39,0,39
404,2500,2393,36,0,36
-94,1123,734,37,0,37
107,858,2196,39,0,39
266,2985,1676,34,0,34
494,2592,634,33,0,33
402,4142,189,39,0,39
286,4786,1800,41,0,41
299,2801,406,35,0,35
-20,548,204,40,0,40
202,427,697,40,0,40
-76,2158,394,35,0,35
