x,y,z,time,stochastic_delay,total_time
3848,272,1790,48,0,48
1894,578,2180,41,0,41
929,473,2649,41,0,41
3746,388,2572,48,0,48
1636,580,2387,41,0,41
898,323,1795,40,0,40
665,329,1083,40,0,40
2601,483,2497,44,0,44
1560,245,928,41,0,41
648,-51,435,42,0,42
4445,33,1772,51,0,51
2883,278,2560,46,0,46
3687,341,493,48,0,48
1783,518,1471,41,0,41
3416,-31,554,48,0,48
2570,213,997,44,0,44
3251,293,22,47,0,47
666,155,213,42,0,42
2302,166,2353,44,0,44
3369,300,2090,47,0,47
3048,78,1163,46,0,46
2528,-97,2540,46,0,46
1067,417,2185,41,0,41
1022,377,1057,40,0,40
3721,281,306,48,0,48
2253,479,2229,43,0,43
3347,65,1734,47,0,47
2617,-9,1217,45,0,45
3610,586,1831,47,0,47
1775,68,1185,42,0,42
4571,-96,2593,52,0,52
2262,427,801,42,0,42
1756,196,2490,43,0,43
1731,22,877,43,0,43
2197,596,1032,42,0,42
3793,102,416,49,0,49
4508,271,2699,51,0,51
3513,151,7,48,0,48
3292,528,725,45,0,45
1576,233,1020,41,0,41
718,306,1405,40,0,40
897,478,1196,39,0,39
4488,23,2630,52,0,52
1410,-76,1410,42,0,42
1717,532,1281,40,0,40
602,171,716,41,0,41
3181,200,658,46,0,46
3229,297,2312,46,0,46
856,248,2267,41,0,41
3651,363,2030,47,0,47
1508,244,2744,43,0,43
2963,535,1759,44,0,44
1355,234,2638,43,0,43
1100,-97,1937,42,0,42
889,567,1462,39,0,39
2614,585,1146,43,0,43
4009,364,2725,49,0,49
1629,541,565,41,0,41
2362,115,1429,44,0,44
1406,212,1262,41,0,41
1850,139,1455,42,0,42
4040,376,1322,48,0,48
1006,72,413,42,0,42
2701,395,1170,44,0,44
1800,-90,208,44,0,44
984,377,1544,40,0,40
1829,162,594,42,0,42
4018,-93,1558,50,0,50
1616,524,1381,40,0,40
3428,585,1753,46,0,46
1004,-13,2105,42,0,42
3189,125,247,47,0,47
1596,468,1087,40,0,40
4037,137,644,49,0,49
3433,123,1997,47,0,47
1084,82,2378,42,0,42
2302,297,1197,43,0,43
1590,-89,1986,43,0,43
3424,182,2243,47,0,47
3797,115,2583,49,0,49
847,54,34,42,0,42
2039,240,1088,42,0,42
3712,358,1450,47,0,47
1349,38,1339,42,0,42
4557,37,866,51,0,51
1909,-1,1500,43,0,43
3610,443,573,47,0,47
2169,-2,1541,44,0,44
2473,-92,2452,46,0,46
2329,182,73,44,0,44
4145,244,2542,50,0,50
2421,-17,1750,44,0,44
2565,117,2314,45,0,45
1805,9,78,44,0,44
2322,562,450,42,0,42
2110,-10,2238,44,0,44
3097,440,2744,46,0,46
4393,448,1757,50,0,50
932,-66,2076,42,0,42
2726,254,2188,45,0,45
4214,501,849,49,0,49
3901,125,91,49,0,49
2589,125,239,45,0,45
3703,283,784,48,0,48
2380,593,1032,42,0,42
3940,100,1266,49,0,49
1276,199,1250,41,0,41
1405,298,1036,41,0,41
2921,172,163,46,0,46
2385,321,128,44,0,44
934,282,1957,41,0,41
4035,142,421,49,0,49
860,75,1817,41,0,41
826,330,1271,40,0,40
761,379,593,40,0,40
3483,183,302,47,0,47
2947,90,1436,45,0,45
2115,327,1921,43,0,43
2571,449,1222,43,0,43
4480,477,1333,50,0,50
717,-84,1385,42,0,42
4312,599,315,49,0,49
1940,59,2317,44,0,44
3880,533,1537,48,0,48
1727,-62,702,43,0,43
2189,594,1832,42,0,42
3886,-51,389,49,0,49
858,572,1277,39,0,39
1934,367,284,42,0,42
2551,-81,406,45,0,45
1339,150,1010,41,0,41
1543,349,1564,41,0,41
809,60,792,41,0,41
3076,450,1094,45,0,45
891,30,2713,43,0,43
2909,214,2029,45,0,45
1343,-98,426,43,0,43
1825,44,1326,43,0,43
3551,6,2669,49,0,49
1036,301,1907,41,0,41
3939,455,524,48,0,48
2307,498,923,42,0,42
1476,-47,2145,43,0,43
3521,-81,265,48,0,48
1385,476,1849,40,0,40
1167,-83,2479,43,0,43
1748,266,1670,42,0,42
2642,386,528,44,0,44
3634,-12,566,48,0,48
2443,518,1764,43,0,43
3910,195,2214,49,0,49
1729,348,1849,41,0,41
3763,19,1781,48,0,48
2671,544,1565,43,0,43
778,424,675,40,0,40
1830,335,1,43,0,43
1165,593,2291,40,0,40
4350,457,516,50,0,50
1207,545,1693,40,0,40
3748,216,1784,48,0,48
3840,168,1074,48,0,48
1656,294,50,42,0,42
2777,443,1300,44,0,44
4162,443,775,49,0,49
1061,33,1843,42,0,42
2650,297,1648,44,0,44
3709,12,2335,49,0,49
4420,584,1764,50,0,50
3901,-14,1397,49,0,49
2921,509,1453,44,0,44
2628,380,994,44,0,44
4223,-86,1309,50,0,50
1035,116,2537,42,0,42
3010,570,660,44,0,44
4285,256,2220,50,0,50
1447,474,1111,40,0,40
3253,-88,2487,48,0,48
2383,449,950,43,0,43
3439,86,1633,47,0,47
2194,431,902,42,0,42
2049,379,136,43,0,43
4570,586,2050,50,0,50
3029,340,307,45,0,45
2258,498,2528,43,0,43
2204,259,2538,44,0,44
1413,249,152,42,0,42
4300,21,1546,50,0,50
3405,476,686,46,0,46
2762,95,1607,45,0,45
3958,314,1785,48,0,48
858,161,1766,41,0,41
2976,116,1,46,0,46
2952,434,2476,45,0,45
2576,498,2737,45,0,45
4592,136,2043,51,0,51
3752,66,976,48,0,48
2970,273,2472,46,0,46
4487,364,58,51,0,51
1906,501,2221,42,0,42
2299,592,314,43,0,43
3361,-28,2520,48,0,48
3981,516,2315,49,0,49
2779,256,2046,45,0,45
2125,476,169,43,0,43
1502,494,1574,40,0,40
1419,109,1238,41,0,41
3220,248,766,46,0,46
2725,81,2529,46,0,46
2711,-89,1825,45,0,45
766,222,408,41,0,41
3045,73,2272,46,0,46
4116,113,2084,50,0,50
2895,17,1167,45,0,45
2790,39,1402,45,0,45
3956,496,2180,48,0,48
3665,542,2026,47,0,47
699,568,2684,41,0,41
2588,-53,798,45,0,45
4559,-95,806,52,0,52
1215,499,903,40,0,40
1658,524,2548,42,0,42
1249,5,824,42,0,42
1843,-67,1324,43,0,43
2868,382,1887,45,0,45
2487,120,2747,45,0,45
2012,-69,194,44,0,44
3292,-49,2093,47,0,47
4502,318,2307,51,0,51
3044,554,2408,45,0,45
3101,510,2450,46,0,46
4366,421,68,50,0,50
4204,526,108,49,0,49
2520,381,389,44,0,44
2824,164,1685,45,0,45
1387,578,1480,40,0,40
4257,503,1276,49,0,49
1373,347,365,41,0,41
2921,450,520,45,0,45
4193,197,533,50,0,50
2666,-90,1099,45,0,45
626,526,2426,40,0,40
4590,295,1264,51,0,51
3636,-85,966,48,0,48
1134,133,1603,41,0,41
1195,233,2657,42,0,42
4356,197,2680,51,0,51
2996,39,1258,46,0,46
2063,-58,1153,43,0,43
1486,571,962,40,0,40
634,559,422,40,0,40
2616,114,1297,44,0,44
1154,-11,1960,42,0,42
2918,-50,2194,46,0,46
3279,485,2362,46,0,46
2356,-1,2098,44,0,44
2476,386,777,43,0,43
788,599,2112,40,0,40
3486,-91,1579,48,0,48
1641,41,2676,44,0,44
1385,-78,634,43,0,43
2283,208,1294,43,0,43
3204,441,1735,45,0,45
4041,353,1224,48,0,48
4248,402,2506,50,0,50
3572,525,752,46,0,46
2632,360,746,44,0,44
2392,210,1531,43,0,43
4555,511,2336,51,0,51
702,6,407,42,0,42
873,131,405,41,0,41
2457,448,21,44,0,44
4591,152,1074,51,0,51
1643,437,1749,41,0,41
4042,422,2546,49,0,49
3193,499,891,45,0,45
1936,274,1856,42,0,42
2702,124,2748,46,0,46
3440,118,1534,47,0,47
2187,114,418,44,0,44
1446,-89,1832,43,0,43
3589,197,1142,47,0,47
3335,77,2657,48,0,48
1748,585,2137,41,0,41
2552,70,911,44,0,44
3341,447,2106,46,0,46
1638,597,782,40,0,40
3206,438,1385,45,0,45
1267,592,2739,41,0,41
4410,391,2239,50,0,50
1493,506,1723,40,0,40
3269,325,595,46,0,46
1781,500,2627,42,0,42
1878,-31,1942,43,0,43
4075,185,254,49,0,49
3822,490,719,48,0,48
1659,-58,1484,43,0,43
3297,586,967,45,0,45
1562,138,214,43,0,43
4402,536,2381,50,0,50
1230,439,677,40,0,40
2110,593,535,42,0,42
2774,-99,711,46,0,46
2103,50,12,44,0,44
1235,379,1745,40,0,40
3266,-97,1654,47,0,47
2781,27,1496,45,0,45
3280,315,1138,46,0,46
2644,378,339,44,0,44
2707,488,1480,43,0,43
3331,111,681,47,0,47
3139,-84,2208,47,0,47
2947,220,1628,45,0,45
4083,140,814,49,0,49
1002,38,1441,41,0,41
823,57,252,42,0,42
2257,441,288,43,0,43
2374,137,474,44,0,44
1946,489,597,42,0,42
3414,272,1001,46,0,46
4124,452,958,49,0,49
2645,557,598,43,0,43
2174,513,824,42,0,42
2699,171,687,45,0,45
1372,66,301,42,0,42
1412,-97,2310,43,0,43
3918,267,643,48,0,48
1769,44,2730,44,0,44
1610,210,404,42,1000,1042
3520,-91,2522,49,0,49
2369,258,2476,44,0,44
3386,480,521,46,0,46
921,564,666,39,0,39
798,124,1634,41,0,41
1580,-75,2156,43,0,43
3419,1,1586,47,0,47
960,267,937,40,0,40
856,186,136,42,0,42
3298,279,504,46,0,46
808,36,1554,41,0,41
600,367,2644,41,0,41
935,9,834,41,0,41
3868,131,2741,50,0,50
3829,99,2305,49,0,49
3185,310,1030,46,0,46
1423,398,1710,41,0,41
1440,440,746,40,0,40
4436,205,2117,51,0,51
957,-72,2658,43,120,163
3560,120,1762,47,0,47
1471,557,1618,40,0,40
3466,567,1926,46,0,46
3813,268,1435,48,0,48
4582,260,1880,51,0,51
1962,476,1863,42,0,42
4122,333,1263,49,0,49
3733,-56,1085,48,0,48
1907,12,923,43,0,43
3545,242,2590,48,0,48
2495,308,2413,44,0,44
3959,342,79,49,0,49
2440,99,2507,45,0,45
3544,339,2267,47,0,47
3017,-97,2020,47,0,47
1664,109,2568,43,0,43
3385,250,461,47,0,47
865,209,2620,42,0,42
1974,-22,2483,44,0,44
946,16,677,42,0,42
770,356,1210,40,0,40
1941,465,1662,41,0,41
3068,33,254,47,0,47
704,412,2117,40,0,40
1273,-87,1715,42,1000,1042
3130,29,1433,46,0,46
3968,594,1019,48,0,48
1153,249,1198,41,0,41
1113,521,76,41,0,41
3111,266,144,46,0,46
4493,563,2464,51,0,51
2426,569,354,43,0,43
3897,309,182,49,0,49
3542,430,2395,47,0,47
4593,497,400,51,0,51
915,477,1087,39,0,39
648,365,2172,40,0,40
2635,268,2408,45,0,45
823,307,2050,41,0,41
2982,125,1114,45,0,45
3827,554,2509,48,0,48
2777,129,1054,45,0,45
2685,-81,1967,45,0,45
4003,-37,1029,49,0,49
1842,238,2453,43,0,43
2892,-27,1741,46,0,46
3873,459,1365,48,0,48
2640,20,240,45,0,45
3477,-13,1224,47,0,47
1213,376,2165,41,0,41
3990,548,1189,48,0,48
675,57,610,41,0,41
1036,492,518,40,0,40
3380,444,1482,46,0,46
1739,113,689,42,0,42
3937,520,2658,49,0,49
3835,-90,1741,49,0,49
2601,427,248,44,0,44
3069,335,2142,46,0,46
2342,-87,3,45,0,45
1360,471,0,41,0,41
3716,122,1059,48,0,48
4585,484,1411,50,0,50
3332,555,108,46,0,46
1558,386,401,41,0,41
3304,-6,739,47,0,47
2003,113,100,44,0,44
3980,539,2093,48,0,48
2191,569,2663,43,120,163
3680,599,2590,48,0,48
4135,-10,13,50,0,50
2691,271,161,45,0,45
998,466,1805,40,0,40
4239,166,301,50,0,50
3627,271,647,47,0,47
3608,2,1820,48,0,48
2286,498,195,43,0,43
4438,459,766,50,0,50
2000,293,1803,42,0,42
2538,-93,2699,46,0,46
2314,24,1502,44,0,44
3464,-14,100,48,0,48
4496,376,793,50,0,50
2030,369,1443,42,0,42
2481,179,1386,44,0,44
4388,-55,574,51,0,51
2291,-79,1639,44,0,44
2792,304,2654,46,0,46
2400,379,2551,44,0,44
2405,213,1171,43,0,43
3798,287,957,48,0,48
3541,304,259,47,0,47
1657,483,719,41,0,41
3705,217,1462,48,0,48
1232,94,1003,41,0,41
2777,9,898,45,0,45
2669,466,1734,44,0,44
3365,-96,355,48,0,48
3318,331,712,46,0,46
3359,286,1097,46,0,46
1241,378,2335,41,0,41
1308,193,1589,41,0,41
693,250,323,41,0,41
1551,190,1346,41,0,41
3966,230,1304,48,0,48
4292,-11,2575,51,0,51
1783,194,1841,42,0,42
4520,315,400,51,0,51
1963,404,1183,42,0,42
1293,2,2351,43,0,43
3522,556,179,47,0,47
4587,125,607,51,0,51
936,159,2351,42,0,42
2899,393,1204,44,0,44
4300,354,1542,50,0,50
1926,163,13,43,0,43
4314,347,2334,50,0,50
2955,501,1163,44,0,44
3770,73,10,49,0,49
1670,123,474,42,0,42
2701,-17,847,45,0,45
2149,432,1167,42,0,42
3668,327,1820,47,0,47
2968,253,164,46,0,46
1918,-96,184,44,0,44
3097,290,2239,46,0,46
4450,481,2520,51,0,51
974,-15,2424,43,0,43
771,460,36,41,0,41
2595,238,769,44,0,44
1385,478,1244,40,0,40
4563,74,1512,51,0,51
2659,470,190,44,0,44
674,103,704,41,0,41
4272,-1,2111,51,0,51
3051,116,815,46,0,46
667,-99,583,42,0,42
1702,253,2531,43,0,43
3706,564,1521,47,0,47
2324,202,1692,43,0,43
4343,130,2101,50,0,50
1173,238,569,41,0,41
2604,329,1487,44,0,44
3270,-63,2355,48,0,48
1992,80,1266,43,0,43
4077,60,1563,49,0,49
2014,-97,2617,45,0,45
2646,97,115,45,0,45
734,588,1718,39,0,39
915,509,1670,39,0,39
1767,437,928,41,0,41
3895,4,696,49,0,49
680,-97,291,42,0,42
953,409,134,41,0,41
1587,165,2701,43,0,43
4514,6,522,51,0,51
1837,157,1049,42,0,42
1403,353,2526,42,0,42
4224,296,2013,50,0,50
1104,322,1497,40,0,40
2575,-10,1593,45,0,45
3669,585,1139,47,0,47
3523,599,336,46,0,46
2513,-6,432,45,0,45
3808,-86,2399,49,0,49
2366,364,1084,43,0,43
3544,337,558,47,0,47
4382,306,1417,50,0,50
2352,383,2297,43,0,43
2426,23,1676,44,0,44
4591,587,2291,51,0,51
3917,450,2463,49,0,49
4599,-86,2241,52,0,52
2382,406,426,43,0,43
3806,56,1269,48,0,48
2472,64,971,44,600,644
4235,210,1414,50,0,50
3968,246,2116,49,0,49
2064,178,1011,43,0,43
753,303,2623,42,0,42
4118,47,1217,49,0,49
1991,431,954,42,0,42
4590,79,2567,52,0,52
3676,407,28,48,0,48
1193,203,2545,42,0,42
2326,118,896,44,0,44
3881,77,1513,49,0,49
607,-72,1609,42,0,42
3537,239,672,47,120,167
3076,598,2710,46,0,46
2733,261,244,45,0,45
2739,575,2114,44,0,44
1620,392,184,42,0,42
2636,-90,740,45,0,45
3731,254,484,48,0,48
1291,323,2015,41,0,41
3027,522,1436,44,0,44
1941,232,270,43,0,43
2767,403,1581,44,0,44
610,320,82,41,0,41
1857,95,460,43,0,43
3510,331,1420,47,0,47
1025,409,2439,41,0,41
3575,491,145,47,0,47
711,77,1083,41,0,41
3113,464,102,46,0,46
3358,229,2469,47,0,47
2876,112,300,46,0,46
2565,320,2222,44,0,44
2113,76,1373,43,0,43
2402,391,2169,43,0,43
842,287,2143,41,0,41
4525,9,673,51,0,51
3316,121,30,47,0,47
3880,275,2365,49,0,49
4483,79,97,51,0,51
2617,23,2181,45,0,45
4415,383,446,50,0,50
4033,490,224,49,0,49
795,191,2639,42,0,42
1889,370,1628,42,0,42
1989,490,241,42,0,42
1062,235,1865,41,0,41
4489,72,361,51,0,51
3369,536,2154,46,0,46
2298,-91,2674,45,0,45
3990,199,271,49,0,49
1559,-55,758,43,0,43
2879,92,86,46,0,46
1786,584,2718,42,0,42
3715,221,1264,48,0,48
1004,100,272,42,0,42
1627,337,796,41,0,41
1997,362,551,42,0,42
1586,-36,257,43,0,43
2915,506,2349,45,0,45
2709,361,389,44,0,44
1725,506,977,41,0,41
3777,-64,2078,49,0,49
4244,217,2032,50,0,50
4596,89,1711,51,0,51
2317,584,32,43,0,43
1854,70,2360,43,0,43
3374,-53,1466,47,0,47
3107,362,2364,46,0,46
646,342,1497,40,0,40
1678,-25,1826,43,0,43
3093,525,1808,45,0,45
3448,176,2426,48,0,48
3156,-22,1363,46,0,46
3054,-13,399,46,0,46
3715,503,2296,48,0,48
3380,372,2217,47,0,47
1918,-23,1270,43,0,43
1011,592,764,39,0,39
3164,-17,730,47,0,47
2393,461,1995,43,0,43
4157,71,2679,51,0,51
4528,-47,23,52,0,52
4152,482,1203,49,0,49
1906,173,2649,44,0,44
4191,110,965,50,0,50
2056,74,242,44,0,44
3229,233,2700,47,0,47
4357,15,2358,51,0,51
3872,-17,1673,49,0,49
713,343,669,40,0,40
2173,-43,440,44,0,44
4380,-95,751,51,0,51
1915,312,873,42,0,42
3620,227,1316,47,0,47
2761,491,540,44,0,44
2109,555,1175,41,0,41
1999,-7,487,44,0,44
4154,185,385,50,0,50
1853,-96,2595,44,0,44
1775,106,1650,42,0,42
3214,-8,2343,47,0,47
1564,469,2424,42,0,42
3278,208,1706,46,0,46
2047,597,2428,42,0,42
896,153,1594,41,0,41
3927,427,912,48,0,48
2671,47,2439,46,0,46
1618,76,951,42,0,42
1895,69,2208,43,0,43
2764,-91,1938,46,0,46
3390,163,499,47,0,47
920,164,2442,42,0,42
3270,493,2531,46,0,46
1764,5,2271,43,0,43
2503,225,1066,44,0,44
2748,442,2747,45,0,45
818,315,2213,41,0,41
4055,164,2322,50,0,50
2023,125,174,44,0,44
1832,273,1166,42,0,42
4104,92,1416,49,0,49
2146,-24,2167,44,0,44
2228,338,888,43,0,43
2321,199,2626,45,0,45
2123,461,1835,42,0,42
4293,225,790,50,0,50
1725,-4,1069,43,0,43
3717,561,692,47,0,47
3308,401,1584,46,0,46
3248,14,2628,48,0,48
4052,576,412,48,0,48
2717,501,649,44,0,44
4040,315,2316,49,0,49
3285,26,1917,47,0,47
1206,-95,47,43,0,43
1230,53,1988,42,0,42
1180,206,2312,42,0,42
4421,0,962,51,0,51
3694,79,233,48,0,48
3082,206,959,46,0,46
3387,580,1273,46,0,46
4167,349,173,50,0,50
2073,307,2297,43,0,43
1774,31,728,43,0,43
823,511,2744,41,0,41
4150,571,247,49,0,49
2564,211,837,44,0,44
1170,514,1186,39,0,39
3165,277,1496,46,0,46
3623,320,2306,48,0,48
2828,-11,1203,45,0,45
2705,229,1737,44,0,44
1090,359,11,41,0,41
4588,-9,1627,51,0,51
1389,111,2058,42,0,42
1571,233,2484,43,0,43
4049,402,2461,49,0,49
3338,301,1869,46,0,46
1400,-95,1254,42,0,42
3250,530,308,46,0,46
1018,411,2695,42,0,42
1997,385,750,42,0,42
1700,-95,1755,43,0,43
1022,147,2160,42,0,42
2879,94,1175,45,0,45
1546,-36,1356,42,0,42
2828,194,63,46,0,46
4477,283,1871,50,0,50
3523,587,2187,47,0,47
2363,531,2600,44,0,44
1337,79,1508,42,0,42
2846,402,484,45,0,45
1153,48,2144,42,0,42
3997,287,1984,49,0,49
1249,-69,1323,42,0,42
2736,562,2248,44,0,44
1530,165,781,42,0,42
1896,599,84,42,0,42
3299,-73,2746,48,0,48
616,224,1076,40,0,40
1997,37,2372,44,0,44
688,143,2692,42,0,42
4223,516,1682,49,0,49
2544,497,895,43,0,43
1097,31,1742,42,0,42
3253,591,161,46,0,46
3851,196,2605,49,0,49
3189,466,2113,46,0,46
2405,197,1670,44,0,44
1319,198,2121,42,0,42
3637,-82,1652,48,0,48
3461,80,453,47,0,47
1879,516,544,41,0,41
753,82,2091,42,0,42
2871,308,1801,45,0,45
1727,355,2255,42,0,42
2373,-89,2617,46,0,46
659,548,1259,39,0,39
786,43,1175,41,0,41
2289,42,677,44,0,44
3765,381,2352,48,0,48
739,588,2581,41,0,41
3334,364,2314,47,0,47
2052,307,279,43,0,43
3722,51,900,48,0,48
1571,157,361,42,0,42
3630,453,1706,47,0,47
3558,492,1531,46,0,46
2357,253,1828,43,0,43
1430,585,2408,41,0,41
1479,327,1114,41,0,41
4285,296,1824,50,0,50
841,465,1016,39,0,39
1106,412,2659,42,0,42
2042,82,998,43,0,43
3741,519,226,48,0,48
3466,-95,439,48,0,48
980,245,703,41,0,41
1295,593,164,41,0,41
3329,166,946,46,0,46
1958,257,1945,42,0,42
1851,238,1764,42,0,42
4599,588,4,51,0,51
2280,-32,2494,45,0,45
3659,85,614,48,0,48
2961,561,2166,45,0,45
2810,593,2072,44,0,44
2989,251,1069,45,0,45
1103,-56,1645,42,0,42
3800,-61,1925,49,0,49
1008,546,2017,40,0,40
1255,275,1648,41,0,41
1138,284,258,41,0,41
2690,-29,941,45,0,45
3141,265,1579,46,0,46
4051,-81,1918,50,0,50
2154,497,1434,42,0,42
3139,391,2670,46,0,46
3831,235,47,49,0,49
3541,378,473,47,0,47
1680,353,1178,41,0,41
2820,311,355,45,0,45
1010,68,2079,42,0,42
1980,542,897,41,0,41
4364,189,521,50,0,50
4382,-46,2679,52,0,52
4565,344,1673,51,0,51
2893,-23,1885,46,0,46
2622,-12,1410,45,0,45
1215,416,1620,40,0,40
2203,290,708,43,0,43
2674,57,1597,45,0,45
1566,375,1942,41,0,41
1981,428,2534,43,0,43
1950,-6,2748,45,0,45
1859,-56,2022,43,0,43
665,-98,1063,42,0,42
2709,-16,2174,46,0,46
4434,-93,2515,52,0,52
600,468,1499,39,0,39
4166,94,1787,50,0,50
2462,582,2118,43,0,43
1284,433,2267,41,0,41
766,95,2383,42,0,42
1076,75,2181,42,0,42
900,310,1092,40,0,40
1404,467,257,41,0,41
2708,144,1680,45,0,45
3062,402,1400,45,0,45
4276,583,1787,49,0,49
1665,297,593,42,0,42
4117,-21,148,50,0,50
4125,175,1910,49,0,49
2755,292,2261,45,0,45
4329,132,243,51,0,51
3897,567,1864,48,0,48
3967,314,2596,49,0,49
4102,490,1277,48,0,48
3932,502,1764,48,0,48
3795,387,2162,48,0,48
1357,575,579,40,0,40
4388,403,179,50,0,50
1676,268,906,41,0,41
3804,332,2020,48,0,48
3766,456,2233,48,0,48
3981,-4,2427,50,0,50
2324,314,417,43,0,43
1249,-92,2508,43,0,43
2016,137,2307,43,0,43
2809,445,1873,44,0,44
2191,-30,2052,44,0,44
4577,333,9,51,0,51
3079,333,2,46,0,46
4577,584,1490,50,0,50
3851,522,15,48,0,48
3295,11,59,48,0,48
1149,274,1409,40,0,40
666,539,1718,39,0,39
3492,327,1633,47,0,47
1479,154,2201,42,0,42
1964,35,1856,43,0,43
4424,350,1171,50,0,50
2187,364,382,43,0,43
3667,216,2596,48,0,48
1491,-66,690,43,0,43
1533,479,44,42,0,42
4524,147,562,51,0,51
800,-8,1857,42,0,42
1405,132,765,42,0,42
894,420,1536,40,0,40
4097,301,1580,49,0,49
608,246,2381,41,0,41
1786,99,1481,42,0,42
1767,476,337,42,0,42
3056,-58,194,47,0,47
2516,99,599,44,0,44
3300,-26,195,47,0,47
925,371,851,40,0,40
1332,465,657,40,0,40
3726,240,613,48,0,48
3967,-91,1919,50,0,50
4466,536,1026,50,0,50
1558,84,1590,42,0,42
3287,596,1503,45,0,45
3343,551,534,46,0,46
1962,271,1483,42,0,42
3899,594,1326,47,0,47
4260,109,2185,50,0,50
931,133,1016,41,0,41
3114,130,2239,46,0,46
841,569,484,40,0,40
1456,282,318,42,0,42
2067,564,1950,42,0,42
2549,598,1484,43,0,43
3994,565,100,49,0,49
4316,520,2480,50,0,50
1120,-72,315,43,0,43
4017,98,577,49,0,49
3157,-35,1226,46,0,46
3010,599,1118,44,0,44
916,-74,814,42,0,42
3255,219,2508,47,0,47
3932,178,2103,49,0,49
2197,-85,1098,44,0,44
4403,219,2446,51,0,51
4476,119,1569,51,0,51
3627,258,780,47,0,47
3743,377,380,48,0,48
3683,-19,871,48,0,48
2974,-20,1938,46,0,46
3997,-29,1122,49,0,49
3706,587,2189,47,0,47
2847,516,1505,44,0,44
4253,369,2620,50,0,50
4405,73,2280,51,0,51
3805,119,613,48,0,48
1460,294,783,41,0,41
3951,416,1641,48,0,48
2659,29,352,45,0,45
1428,-41,217,43,0,43
2668,464,880,43,0,43
3450,442,2737,47,0,47
4205,-42,977,50,0,50
3211,203,562,46,0,46
2548,165,2245,45,0,45
1040,365,1395,40,0,40
3775,377,1868,48,0,48
2945,132,628,45,0,45
2432,145,96,45,0,45
2862,165,1015,45,0,45
604,-3,1369,41,0,41
2850,-38,900,46,0,46
1940,584,1634,41,0,41
742,275,466,41,0,41
2875,121,854,45,0,45
2098,198,1290,43,0,43
3511,-83,961,48,0,48
4413,262,1123,50,0,50
1513,344,2140,41,0,41
2363,596,2323,43,0,43
2955,87,2631,47,0,47
4126,-57,1805,50,0,50
1234,385,1371,40,0,40
4294,4,100,51,0,51
2702,208,1252,44,0,44
1718,385,608,41,0,41
4180,264,752,49,0,49
3322,258,2362,47,0,47
4316,324,279,50,0,50
3214,37,233,47,0,47
2162,279,1001,43,0,43
3453,507,2377,47,0,47
4037,-58,2181,50,0,50
4293,280,174,50,0,50
885,-36,649,42,0,42
1755,89,18,43,0,43
4328,80,2740,51,0,51
3306,188,792,46,0,46
2075,264,2573,44,0,44
3772,485,576,47,0,47
4146,257,2619,50,0,50
2504,391,1503,43,0,43
4296,249,290,50,0,50
2674,383,1430,44,0,44
2231,376,529,43,0,43
3323,217,1070,46,0,46
3613,131,2142,48,0,48
1606,-88,1882,43,0,43
3872,-92,1148,49,0,49
2144,550,322,42,0,42
2583,-60,1860,45,0,45
1797,291,214,42,0,42
872,244,306,41,0,41
3891,307,1896,48,0,48
2202,443,1834,42,0,42
3803,519,1435,47,0,47
1334,287,747,41,0,41
750,382,2392,41,0,41
2735,253,2448,45,0,45
1115,-10,485,42,0,42
2445,99,634,44,0,44
3731,-17,421,49,0,49
4212,257,309,50,0,50
2176,213,1074,43,0,43
643,2,710,41,0,41
1418,168,1540,41,0,41
993,8,1093,41,0,41
2718,303,2369,45,0,45
3091,226,1408,45,0,45
2075,83,691,43,0,43
1675,446,1937,41,0,41
3392,-52,1190,47,0,47
1176,146,838,41,0,41
2828,158,1908,45,0,45
2165,416,94,43,0,43
1222,431,1902,40,0,40
2647,323,2324,45,0,45
3861,523,2147,48,0,48
942,42,1580,41,0,41
3079,195,378,46,0,46
4467,590,1337,50,0,50
1787,222,42,43,0,43
2441,369,1569,43,0,43
3238,429,703,46,0,46
3572,318,2663,48,0,48
2308,74,1806,44,0,44
688,392,1431,40,0,40
1207,531,2443,41,0,41
3078,60,1021,46,0,46
1862,57,124,44,0,44
3365,-19,2667,48,0,48
1557,56,744,42,0,42
2202,62,1082,43,0,43
911,471,948,39,0,39
2882,-29,2736,47,0,47
893,240,2740,42,0,42
3757,294,1514,48,0,48
2087,391,647,42,0,42
1225,496,274,41,0,41
4336,39,673,50,0,50
3815,148,1176,48,0,48
4490,434,2333,51,0,51
2702,167,781,45,0,45
1265,151,396,42,0,42
2494,53,2,45,0,45
4165,216,1563,49,0,49
2910,487,2258,45,0,45
2797,449,2434,45,0,45
758,507,726,39,0,39
4597,382,1367,51,0,51
2988,65,1959,46,0,46
4571,-14,1121,51,0,51
3800,237,1316,48,0,48
4319,127,2606,51,0,51
2525,384,137,44,0,44
1343,1,582,42,0,42
2105,438,2744,44,0,44
2810,-46,2406,46,0,46
3266,12,607,47,0,47
1152,598,2616,41,0,41
2945,598,2019,44,0,44
3480,102,851,47,0,47
1317,50,1597,42,0,42
3517,276,874,47,0,47
4428,406,1390,50,0,50
3807,458,1659,47,0,47
1615,472,4,42,0,42
2555,284,237,44,0,44
2048,-18,373,44,0,44
2071,16,2154,44,0,44
1972,20,1375,43,0,43
2894,143,1,46,0,46
969,221,2280,41,0,41
3117,421,2498,46,0,46
2072,248,2362,43,0,43
