v_load,v_unload,accel,sigma
0.864972355612772,0.20037332411763892,0.2032553185849377,3.3454453692166943
0.7943892607794089,0.2069428887614119,0.2000380002300291,3.3373181664596605
1.1024029683278203,0.20254394001762827,0.2006323834585487,3.398637899345254
0.7424643515316527,0.20347133370229448,0.20615108790073933,3.5320038371310103
0.7879548090575305,0.20086365689356867,0.20295177700247127,3.4030296917659375
0.8990914969666166,0.20188833550963886,0.2022716625958994,3.446793999590986
0.8896040019764344,0.20152304440429492,0.20297514733160585,3.442957061406942
0.8369200943800508,0.20483871647082683,0.2038449077429372,3.3189212185382533
0.8395876177088041,0.2024509610945932,0.20364390162438528,3.423712172435901
0.8362782959824652,0.20325821438919403,0.21377724391112998,3.3913915400155052
0.867106476954117,0.20302986568685277,0.20187696298643185,3.294360278767595
0.7935926898078316,0.20446430793578083,0.2017847527031628,3.377151688875382
0.8085114820161439,0.2004327290020329,0.20679410205365747,3.4911517490923716
0.6966265021731072,0.20048864862729227,0.20225623722924876,3.5283153372148583
0.8666837553379645,0.20116837883813762,0.20507536238238702,3.432612718292524
0.8763741468597798,0.20127838410704846,0.2076631832937646,3.3929455600414653
0.720561612558762,0.20005736304118987,0.20042206397839465,3.348611661366658
0.6940935062030732,0.20003174699134244,0.2013159344774286,3.3199094706652588
0.6839108626297078,0.20014010086720016,0.20152669352037117,3.525509887491065
0.750179942496876,0.20012569004561542,0.20359634470086405,3.55253238721011
0.8018125485520003,0.20290710659081318,0.20313334597613492,3.357710248433986
0.9292716652763476,0.2092051375095662,0.2030454299143777,3.3388735917063856
0.8886902118882527,0.2075463971574597,0.20349170432699637,3.3554731493104213
0.8880628993132527,0.20013536653582203,0.2023998773960008,3.3239795850296856
0.7672494965640965,0.20039519136016312,0.20416099923600628,3.4306890519793316
0.9487298734497152,0.2091582487766292,0.20308628729768236,3.532155902984168
0.956800666985151,0.20474373709617394,0.21771063130537702,3.566391632325748
0.9992844679611901,0.20417906415983048,0.2007730211362466,3.3870750298026033
0.851019674726572,0.20501335744329902,0.20078012252108066,3.341700113884685
0.7348538424429292,0.20095723954439074,0.20298129419276412,3.344313095147896
0.89768994649383,0.20278574254559048,0.2030414509047776,3.376142803393619
0.8797356577299588,0.203587110276578,0.20469499538437244,3.235040754185387
0.7987020021727473,0.202397251475852,0.2012069887945092,3.4564388752293502
0.7263305226748596,0.20241128414761222,0.2039076419560176,3.419119635935899
0.7469918940066501,0.20446127629970273,0.20658644236960227,3.405675835175669
0.6358424266259561,0.20157082918274632,0.20057073811283666,3.4992323235463516
0.6669204628330034,0.205050471863047,0.20085278211587465,3.4837733101821966
0.6358090601207701,0.20323470011964068,0.20039265097371664,3.456713270235096
1.0100374655819202,0.20270757958878066,0.20399634442533163,3.3615921088236655
1.0292789481682771,0.20324794757882797,0.2010294839900678,3.5251137034169315
0.5897592286767714,0.20034498793865074,0.20144602608410114,3.2651086363482555
0.8650808504951876,0.20064766681302593,0.20665875393272853,3.337482854954894
0.9190597009892724,0.20304560439405556,0.2026388869774115,3.317946746091721
0.6804383268114459,0.20189307664234324,0.20356268342395856,3.373892004581815
0.8881831035510883,0.2018131732865003,0.2028251106739923,3.364042585550568
0.7793674241808992,0.20109590655777893,0.20638666606469622,3.342200211453222
0.6989267218076404,0.20257264754210966,0.20045836291797584,3.403575330194069
0.8428274739278092,0.20254418668851643,0.2009430419123358,3.370658577174295
0.7311360020183482,0.2029790230695309,0.2000218502851313,3.3988397781240214
0.8913505769240784,0.2046882158471351,0.20000587511778675,3.425286397798958
0.8249965035581236,0.20334739362588133,0.20000614745605272,3.425801193705796
0.9026797712698825,0.20098532619584122,0.20048713826947473,3.4335262264512045
0.6667105767302375,0.20523280997220042,0.2002836558516483,3.2580728144851916
0.6183244407661752,0.20340733295322022,0.20073418074040744,3.284065088698143
0.9578090331585324,0.20183027010691273,0.20894341015146636,3.516618598737245
0.6765699858803227,0.20355550574174203,0.2005206331311688,3.4277423159734886
1.0301033699039144,0.200088794074001,0.20253871554547553,3.30685595970694
0.91428709539828,0.20003001037140453,0.2022488780857063,3.2973088957597567
0.6249596600277337,0.20007848116752244,0.20388286356760463,3.3877638033303517
1.01457243865886,0.2024758595605415,0.2012918422479574,3.4480692541923053
0.8212273022192388,0.2058040679664831,0.20247527907410143,3.4136680927839542
0.8368572804717154,0.203164748932693,0.20127692170071165,3.515998403733455
0.6149246917722583,0.20413573519456038,0.2015580523306132,3.499865938684324
0.6522995953406769,0.20221832520413432,0.20228775145085054,3.448298770621183
0.7455414403979359,0.2002890549437659,0.20598720393258715,3.455338433011146
0.8015063842321012,0.20414339845349352,0.20026577269856022,3.410611301982756
0.7333395699494301,0.20192755687303712,0.20434448603317343,3.426326968155794
0.7834810823691551,0.20121527307715273,0.20733667089558502,3.5251247194285873
0.6157724777337843,0.20112085310756025,0.2007912380736032,3.3862166712522885
0.7234606986344042,0.200327966899749,0.20342912935642596,3.3659632870807874
0.6263764565349026,0.2006575565274931,0.20165812883014778,3.458593368823692
0.8190317264918207,0.20133680212703792,0.20057417987338189,3.493989089849554
0.7052148720083833,0.20670086464832543,0.20633769080164682,3.4088012323508443
0.7619934313212705,0.20247881027769477,0.2036552721502831,3.387721197241543
1.1421620315963097,0.20387598204015941,0.20469196086925945,3.380432453428554
1.1644188303725427,0.20413066887646267,0.21373411210419835,3.4307825914096295
1.035548733883487,0.20338134406501196,0.20193548657952923,3.4313920772805164
0.6580285477551928,0.2012133816828346,0.20194966874500145,3.343888374727081
0.8835066181321889,0.2004967015040355,0.20093476414919556,3.522001419417192
0.8193868792050085,0.20057465598886776,0.20181678356352625,3.549456379911354
0.7074448979168215,0.20626600950921262,0.2061005518044418,3.2674771509607257
0.7484940772186512,0.20067252827620433,0.20064899484736096,3.3799022636936114
0.8468378693292649,0.20039152559967585,0.20124429339239866,3.4996022216198344
0.7299268938429216,0.20053095701865353,0.20748490067006065,3.328064402921834
0.7088596650362929,0.20030969289566145,0.20535868705313537,3.309339723575368
0.9093399759708983,0.20118402526437643,0.20219594719819756,3.300241780078602
0.7286860303206951,0.20140643824472793,0.2047025968849813,3.378796872549657
0.7661072029491388,0.20137669801977442,0.2051556592141834,3.3485960380566713
0.9434958294732421,0.20278735623985128,0.20190896099126998,3.4596709252476563
0.8703295849775651,0.2016289955812693,0.20035760781600762,3.34553266206255
0.8764596093998628,0.2031530287814058,0.20010134380398692,3.2838508008892644
0.8863195302396786,0.20277834726714764,0.20018493623045266,3.251006843990411
0.7971285365716251,0.20302934191261515,0.20050921884728956,3.28876561434612
0.796428856300914,0.20130322174830861,0.2011390480752824,3.4083855539895196
0.8331431329171552,0.2004187565986291,0.2006138908897418,3.5017553130497747
0.5913838094007465,0.20022547488644557,0.20331156321359256,3.4073882115287475
